Latin name,Diet
Pseudochromis fuscus,IM
Plectorhinchus diagrammus,IM
Nemateleotris magnifica,IM
Abudefduf vaigiensis,IM
Chaetodon rainfordi,IM
Premnas biaculeatus,FC
Stethojulis interrupta,IM
Chaetodon selene,IM
Cantherhines pardalis,IM
Chaetodon tricinctus,IM
Grammatobothus polyophthalmus,IM
Centropyge nox,PK
Chaetodon auripes,IM
Sphyraena helleri,PK
Chelmon marginalis,PK
Chelmon muelleri,PK
Abudefduf abdominalis,HD
Scorpaenopsis cacopsis,HD
Conger cinereus,IM
Acanthochromis polyacanthus,IM
Chromis chrysura,IM
Coris dorsomacula,IM
Corythoichthys amplexus,IM
Epinephelus hexagonatus,IM
Epinephelus macrospilos,PK
Gymnothorax eurostus,IM
Halichoeres nebulosus,IM
Halichoeres ornatissimus,IM
Chaetodon argentatus,IM
Chaetodon wiebeli,IM
Centropyge ferrugata,IM
Canthigaster rivulata,IM
Cheilodipterus arabicus,IM
Parapercis millepunctata,IM
Amblyeleotris guttata,IM
Amanses scopas,IM
Parapercis tetracantha,IM
Amblygobius albimaculatus,IM
Chrysiptera hemicyanea,PK
Pomacentrus alexanderae,PK
Neoglyphidodon thoracotaeniatus,PK
Pomachromis richardsoni,IM
Bodianus oxycephalus,OM
Choerodon robustus,OM
Chromis ovatiformis,OM
Halichoeres melanochir,PK
Halichoeres tenuispinis,FC
Naso maculatus,FC
Naso thynnoides,OM
Naso minor,OM
Pseudanthias pascalus,FC
Plectorhinchus lineatus,OM
Xanthichthys lineopunctatus,IM
Pseudanthias cichlops,FC
Coris picta,IS
Anomalops katoptron,IM
Photoblepharon palpebratum,FC
Dentatherina merceri,FC
Arothron manilensis,IM
Arothron immaculatus,IM
Siokunichthys herrei,IM
Siokunichthys breviceps,IM
Siokunichthys nigrolineatus,FC
Siokunichthys southwelli,IM
Siokunichthys bentuviai,FC
Amblyeleotris steinitzi,IM
Amblyeleotris wheeleri,OM
Amblygobius decussatus,PK
Amblygobius phalaena,IM
Amblygobius sphynx,IM
Asterropteryx semipunctata,PK
Bathygobius fuscus,IM
Bathygobius cocosensis,OM
Bryaninops amplus,IM
Bryaninops erythrops,IM
Bryaninops natans,OM
Callogobius maculipinnis,IM
Callogobius okinawae,PK
Cryptocentrus cinctus,PK
Cryptocentrus strigilliceps,PK
Ctenogobiops pomastictus,IM
Ctenogobiops tangaroai,IM
Discordipinna griessingeri,IM
Eviota bifasciata,IM
Eviota nigriventris,IM
Fusigobius neophytus,IM
Gobiodon histrio,IM
Gobiodon okinawae,IM
Oplopomus oplopomus,IM
Paragobiodon echinocephalus,IM
Paragobiodon xanthosomus,IM
Priolepis cincta,IM
Trimma okinawae,IM
Trimma striata,IM
Valenciennea helsdingenii,PK
Valenciennea longipinnis,IM
Valenciennea muralis,IM
Valenciennea sexguttata,PK
Yongeichthys nebulosus,IM
Amblyeleotris fasciata,PK
Amblyeleotris fontanesii,IM
Amblyeleotris periophthalma,IM
Amblyeleotris randalli,PK
Cryptocentroides insignis,OM
Cryptocentrus singapurensis,PK
Ctenogobiops aurocingulus,HD
Ctenogobiops feroculus,IM
Lotilia graciliosa,IM
Mahidolia mystacina,PK
Vanderhorstia ambanoro,FC
Amblygobius hectori,OM
Amblygobius nocturnus,PK
Signigobius biocellatus,OM
Valenciennea puellaris,FC
Asterropteryx ensifera,IM
Austrolethops wardi,IM
Bathygobius cotticeps,FC
Bryaninops ridens,FC
Bryaninops yongei,HD
Cabillus tongarevae,FC
Callogobius bauchotae,HD
Callogobius centrolepis,HD
Callogobius hasseltii,HD
Callogobius plumatus,FC
Callogobius sclateri,HD
Eviota afelei,FC
Eviota albolineata,FC
Eviota cometa,IM
Eviota distigma,FC
Eviota fasciola,FC
Eviota herrei,IM
Eviota infulata,PK
Eviota lachdeberei,IM
Eviota latifasciata,PK
Eviota melasma,IM
Eviota nebulosa,HD
Eviota pellucida,FC
Eviota prasina,IM
Eviota prasites,HD
Eviota punctulata,HD
Eviota queenslandica,OM
Eviota saipanensis,OM
Eviota sebreei,IM
Eviota sigillata,OM
Bryaninops tigris,OM
Uropterygius concolor,OM
Gymnothorax melatremus,HD
Gymnothorax monochrous,HD
Uropterygius fuscoguttatus,FC
Uropterygius xanthopterus,IM
Scolecenchelys gymnota,IM
Scolecenchelys macroptera,PK
Muraenichthys schultzei,PK
Ophichthus cephalozona,PK
Synodus binotatus,IM
Antennarius commerson,IM
Antennarius dorehensis,PK
Antennarius randalli,FC
Antennarius rosaceus,FC
Brotula multibarbata,IM
Brosmophyciops pautzkei,IM
Dinematichthys iluocoeteoides,FC
Pomadasys striatus,IM
Atherion elymus,IM
Stenatherina panatela,IM
Myripristis hexagona,IM
Myripristis kuntee,IM
Myripristis pralinia,IM
Myripristis violacea,OM
Neoniphon argenteus,OM
Sargocentron tiereoides,IM
Solenostomus paradoxus,OM
Scorpaenodes albaiensis,FC
Scorpaenodes scaber,IM
Grammistops ocellatus,IM
Liopropoma pallidum,PK
Liopropoma susumi,IM
Plectropomus oligacanthus,IM
Pseudogramma polyacanthum,IM
Pseudanthias rubrizonatus,IM
Plectranthias longimanus,IM
Pseudochromis marshallensis,FC
Balistes capriscus,FC
Epinephelus awoara,IM
Diplectrum radiale,IM
Epinephelus bilobatus,PK
Epinephelus bleekeri,PK
Epinephelus bruneus,PK
Epinephelus chabaudi,IM
Epinephelus chlorocephalus,IM
Epinephelus daemelii,IM
Epinephelus diacanthus,PK
Epinephelus epistictus,HM
Epinephelus ergastularius,IM
Epinephelus erythrurus,IM
Epinephelus faveatus,OM
Epinephelus flavocaeruleus,OM
Epinephelus gabriellae,HD
Epinephelus heniochus,OM
Epinephelus howlandi,OM
Epinephelus latifasciatus,IM
Epinephelus longispinis,OM
Epinephelus miliaris,IM
Epinephelus multinotatus,IM
Epinephelus poecilonotus,OM
Epinephelus polylepis,IM
Epinephelus posteli,IM
Epinephelus radiatus,IM
Epinephelus retouti,IS
Epinephelus socialis,PK
Epinephelus stoliczkae,OM
Epinephelus summana,PK
Epinephelus timorensis,IM
Epinephelus trimaculatus,PK
Plectropomus laevis,PK
Plectropomus punctatus,IM
Triso dermopterus,IM
Epinephelus irroratus,IM
Synodus kaianus,IM
Synodus ulae,OM
Plectropomus pessuliferus,IM
Chilorhinus platyrhynchus,PK
Gymnothorax pindae,IM
Liopropoma multilineatum,IM
Scuticaria tigrina,IM
Enchelycore pardalis,IM
Luzonichthys waitei,IM
Pseudanthias dispar,IM
Pseudanthias lori,IM
Pseudanthias luzonensis,FC
Gymnothorax berndti,IS
Pseudanthias smithvanizi,OM
Pictichromis porphyrea,PK
Pseudoplesiops typus,OM
Gymnothorax steindachneri,PK
Gymnothorax nudivomer,PK
Phyllophichthus xenodontus,PK
Schultzidia johnstonensis,PK
Leiuranus semicinctus,OM
Ophichthus polyophthalmus,PK
Periophthalmus argentilineatus,IM
Periophthalmus kalolo,FC
Goniistius vittatus,IM
Gymnothorax philippinus,FC
Gymnothorax herrei,IM
Pherallodichthys meshimaensis,IM
Discotrema crinophilum,IM
Hyporhamphus acutus,IM
Fusigobius signipinnis,HD
Bothus maculiferus,IM
Gymnothorax funebris,IM
Gymnothorax moringa,OM
Gymnothorax vicinus,FC
Muraena robusta,FC
Ophichthus cylindroideus,IM
Atrosalarias fuscus,FC
Crossosalarias macrospilus,IM
Ecsenius midas,IM
Istiblennius dussumieri,IM
Xiphasia setifer,IM
Laiphognathus multimaculatus,IM
Omobranchus punctatus,IM
Ecsenius lineatus,IM
Ecsenius oculus,FC
Blenniella bilitonensis,IM
Mimoblennius atrocinctus,FC
Hologymnosus rhodonotus,FC
Cirrhilabrus katherinae,FC
Cirrhilabrus lanceolatus,FC
Cirrhilabrus lunatus,FC
Cirrhilabrus melanomarginatus,IM
Cirrhilabrus rubrimarginatus,IM
Gunnellichthys pleurotaenia,IM
Uranoscopus bicinctus,IM
Plectorhinchus flavomaculatus,IM
Plectorhinchus sordidus,IM
Naso fageni,IM
Zebrasoma gemmatum,IM
Eviota irrasa,IM
Acantholabrus palloni,IM
Melichthys indicus,IM
Eviota sparsa,IM
Eviota spilota,IM
Eviota storthynx,IM
Tripterygion delaisi,IM
Bothus mancus,FC
Coryphoblennius galerita,IM
Branchiostegus doliatus,IM
Gobius cruentatus,IM
Branchiostegus sawakinensis,PK
Chirodactylus brachydactylus,IM
Chirodactylus jessicalenorum,IM
Myripristis trachyacron,IM
Gobius gasteveni,IM
Ecsenius lividanalis,FC
Ecsenius melarchus,FC
Ecsenius stigmatura,IM
Ecsenius namiyei,IM
Ecsenius monoculus,IM
Ecsenius dilemma,IM
Ecsenius bimaculatus,IM
Ecsenius pictus,IM
Ecsenius kurti,IM
Ariosoma scheelei,IM
Conger wilsoni,IM
Cynoglossus lachneri,IM
Lesueurigobius friesii,IM
Thorogobius ephippiatus,IM
Drepane longimana,IM
Tripterodon orbis,IM
Gerres longirostris,IM
Aulacocephalus temminckii,IM
Plectorhinchus chubbi,IM
Plectorhinchus gaterinus,IM
Plectorhinchus plagiodesmus,IM
Plectorhinchus playfairi,FC
Plectorhinchus schotaf,IM
Pomadasys furcatus,IM
Pomadasys stridens,FC
Hemiramphus lutkei,FC
Hyporhamphus affinis,PK
Sargocentron praslin,PK
Kuhlia rupestris,PK
Bodianus leucosticticus,PK
Apterygocampus epinnulatus,PK
Bulbonaricus davaoensis,PK
Doryrhamphus pessuliferus,PK
Festucalex erythraeus,FC
Festucalex prolixus,IM
Halicampus grayi,IM
Micrognathus micronotopterus,FC
Micrognathus natans,IM
Bodianus perditio,PK
Coris formosa,PK
Minyichthys brachyrhinus,IM
Phoxocampus belcheri,IM
Gomphosus caeruleus,IM
Phoxocampus tetrophthalmus,IM
Xyrichtys pentadactylus,FC
Salarias ceramensis,IM
Andamia reyi,IM
Cyprinocirrhites polyactis,IM
Labroides phthirophagus,IM
Iniistius umbrilatus,IM
Macropharyngodon geoffroy,IM
Cirrhilabrus jordani,IM
Heniochus diphreutes,IM
Thalassoma duperrey,IM
Thalassoma ballieui,IM
Saurida flamma,IM
Myripristis amaena,IM
Sebastapistes coniorta,FC
Sebastapistes ballieui,IM
Iracundus signifer,PK
Dendrochirus barberi,IM
Pterois sphex,IM
Pseudanthias thompsoni,IM
Priacanthus meeki,IM
Apogon maculiferus,IM
Gobiodon citrinus,FC
Chaetodon guttatissimus,FC
Cirrhitops fasciatus,FC
Chaetodon madagaskariensis,FC
Chaetodon xanthocephalus,FC
Hemitaurichthys zoster,IM
Pterois miles,PK
Dascyllus carneus,PK
Pseudanthias evansi,PK
Anampses lineatus,PK
Macropharyngodon bipartitus bipartitus,PK
Synchiropus stellatus,PK
Chaetodon collare,PK
Microcanthus strigatus,PK
Chaetodon triangulum,PK
Halichoeres leucoxanthus,PK
Meiacanthus smithi,PK
Chaetodon fremblii,PK
Amphiprion nigripes,PK
Chaetodon multicinctus,PK
Apolemichthys arcuatus,PK
Centropyge potteri,IM
Centropyge fisheri,FC
Centropyge loricula,IM
Plectroglyphidodon sindonis,FC
Dascyllus albisella,IM
Chromis hanui,IM
Chromis ovalis,IM
Chromis verater,IM
Myripristis xanthacra,IM
Myripristis seychellensis,IM
Coris venusta,PK
Coris flavovittata,PK
Stethojulis balteata,PK
Chlorurus perspicillatus,IM
Priolepis eugenius,OM
Entomacrodus marmoratus,IM
Istiblennius zebra,FC
Plagiotremus ewaensis,IM
Plagiotremus goslinei,IM
Cantherhines sandwichiensis,IM
Lactoria fornasini,IM
Canthigaster amboinensis,IM
Cantherhines fronticinctus,IM
Stephanolepis auratus,IM
Canthigaster jactator,PK
Canthigaster coronata,HM
Canthigaster epilampra,HM
Genicanthus personatus,HM
Apogon amboinensis,OM
Acreichthys tomentosus,HD
Aesopia cornuta,OM
Archamia lineolata,IM
Thamnaconus modestoides,IM
Arothron mappa,IS
Ostracion whitleyi,IM
Parapercis hexophtalma,IM
Parapercis robinsoni,IS
Sargocentron xantherythrum,IS
Parapercis nebulosa,HD
Uropterygius macrocephalus,OM
Blenniella gibbifrons,IS
Parapercis schauinslandii,IM
Caracanthus maculatus,IS
Pseudanthias bicolor,IM
Cosmocampus balli,IM
Parupeneus macronemus,PK
Upeneus japonicus,PK
Gymnomuraena zebra,PK
Gymnothorax breedeni,PK
Gymnothorax johnsoni,OM
Gymnothorax phasmatodes,HD
Parachaetodon ocellatus,HD
Oplegnathus peaolopesi,HD
Histiopterus typus,OM
Cociella crocodila,HD
Papilloculiceps longiceps,HD
Polydactylus plebeius,IM
Pomacanthus annularis,PK
Pomacanthus maculosus,IM
Pristigenys niphonia,IM
Hipposcarus harid,IM
Chlorurus atrilunula,IM
Chlorurus cyanescens,IM
Chlorurus enneacanthus,IM
Scarus falcipinnis,IM
Scarus russelii,IM
Scarus scaber,IM
Scarus viridifucatus,IM
Scorpaenopsis gibbosa,IM
Scorpaenopsis venosa,IM
Acanthistius sebastoides,IM
Chrysoblephus lophus,IM
Diplodus cervinus hottentotus,IM
Polyamblyodon germanum,PK
Polyamblyodon gibbosum,HD
Sphyraena flavicauda,HD
Sphyraena putnamae,HD
Sphyraena qenie,IM
Synodus hoshinonis,PK
Synodus indicus,IM
Synodus jaculum,IM
Porcostoma dentata,IM
Sillago schomburgkii,IM
Pseudochromis natalensis,IM
Acreichthys radiatus,IM
Chaetodermis penicilligera,IM
Monacanthus chinensis,IM
Paramonacanthus japonicus,IM
Paramonacanthus nipponensis,IM
Pseudalutarius nasicornis,FC
Synchiropus ocellatus,PK
Nannocampus elegans,PK
Aeoliscus punctulatus,IM
Solenostomus cyanopterus,IM
Rudarius excelsus,IM
Rudarius minutus,IM
Acentronura gracilissima,IM
Trichonotus marleyi,IM
Opistognathus muscatensis,IM
Cristacirrhitus punctatus,IM
Pseudochromis dutoiti,IM
Acanthoplesiops indicus,IM
Plesiops coeruleolineatus,IM
Apogon semiornatus,IM
Apogon multitaeniatus,IM
Fowleria aurita,IM
Apogon queketti,IM
Apogon nigripinnis,IM
Chaetodon marleyi,IM
Chaetodon falcula,IM
Chaetodon blackburnii,IM
Amphiprion akallopisos,IM
Abudefduf sparoides,IM
Thalassoma hebraicum,IM
Halichoeres lapillus,IM
Pteragogus flagellifer,IM
Pteragogus pelycus,IM
Pteragogus taeniops,IM
Stethojulis albovittata,IM
Coris caudimacula,IM
Oxyurichthys papuensis,IM
Priolepis inhaca,IM
Vanderhorstia delagoae,IM
Butis koilomatodon,IM
Hetereleotris zonata,IM
Omobranchus fasciolatus,IM
Omobranchus elongatus,OM
Antennablennius bifilum,HD
Antennablennius australis,OM
Istiblennius bellus,OM
Pavoclinus mentalis,OM
Pavoclinus laurentii,OM
Helcogramma obtusirostre,IM
Ablabys binotatus,OM
Lepadichthys coccinotaenia,OM
Moringua microchir,OM
Cirrhimuraena playfairii,HD
Myrichthys colubrinus,OM
Pisodonophis cancrivorus,IM
Ophichthus apicalis,OM
Ophichthus marginatus,IM
Gymnothorax griseus,FC
Tetrosomus concatenatus,FC
Dentex barnardi,IM
Diplodus bellottii,IM
Diplodus fasciatus,IM
Diplodus prayensis,IM
Diplodus sargus ascensionis,IM
Diplodus sargus cadenati,IM
Diplodus sargus helenae,IM
Diplodus sargus lineatus,IM
Amblyrhynchotes honckenii,FC
Chelonodon laticeps,IM
Antennarius hispidus,IM
Parapercis pulchella,OM
Virididentex acromegalus,OM
Chaetodon leucopleura,OM
Gymnocranius elongatus,PK
Amphiprion polymnus,OM
Enchelycore anatina,OM
Parapristipoma octolineatum,OM
Gnathanacanthus goetzeei,PK
Gymnocrotaphus curvidens,OM
Calamus taurinus,IM
Diplodus bermudensis,OM
Evynnis cardinalis,IM
Acanthopagrus australis,OM
Acanthopagrus palmaris,PK
Archosargus pourtalesii,IM
Diplodus noct,IM
Calamus mu,IM
Saurida nebulosa,IM
Hypoatherina ovalaua,IM
Strongylura incisa,IM
Asterorhombus intermedius,OM
Pseudanthias hypselosoma,FC
Chromis iomelas,PK
Pristotis obtusirostris,IM
Choerodon graphicus,IM
Tetrosomus gibbosus,IM
Rhabdosargus haffara,IM
Girella tricuspidata,IM
Anacanthus barbatus,IM
Lagocephalus spadiceus,IM
Monocentris japonica,IM
Parapercis alboguttata,IM
Pempheris molucca,IM
Ostracion nasus,IM
Epinephelus labriformis,IM
Ogcocephalus darwini,IM
Oplegnathus insignis,IM
Mycteroperca olfax,IM
Muraena lentiginosa,IM
Halichoeres dispilus,IM
Neopomacentrus cyanomos,IM
Cleidopus gloriamaris,IM
Psammoperca waigiensis,IM
Synodus lacertinus,IM
Porichthys margaritatus,IM
Pseudobalistes naufragium,IM
Apogon kiensis,IM
Apogon lineatus,FC
Apogon niger,IM
Dactylopus dactylopus,IM
Dendrochirus bellus,IM
Dischistodus pseudochrysopoecilus,IM
Ephippus orbis,FC
Abudefduf troschelii,IM
Gymnothorax thyrsoideus,FC
Anisotremus interruptus,IM
Anisotremus scapularis,IM
Apogon dovii,IM
Bathygobius andrei,IM
Bathygobius ramosus,FC
Lagocephalus lunaris,FC
Oxyurichthys visayanus,FC
Parapercis gushikeni,IM
Hypsoblennius brevipinnis,IM
Bodianus diplotaenia,FC
Pardachirus pavoninus,IM
Bodianus eclancheri,OM
Bollmannia chlamydes,PK
Brotula clarkae,PK
Caulolatilus affinis,IM
Pomacentrus tripunctatus,IS
Chaetodon humeralis,PK
Chromis atrilobata,PK
Echidna nocturna,IM
Ostracion rhinorhynchos,OM
Fistularia corneta,IM
Samaris cristatus,PK
Gobiosoma paradoxum,PK
Holacanthus passer,IM
Labrisomus multiporosus,IS
Parascorpaena picta,OM
Labrisomus xanti,IM
Myrichthys tigrinus,IS
Synodus macrops,IM
Ophioblennius steindachneri,IM
Xiphocheilus typus,IM
Plectorhinchus pictus,IM
Plectorhinchus polytaenia,HD
Haemulon maculicauda,HD
Paraclinus mexicanus,IM
Paranthias colonus,IM
Parapsettus panamensis,IM
Pareques viola,IM
Pomacanthus zonipectus,IM
Halichoeres notospilus,OM
Rypticus nigripinnis,OM
Scorpaena histrio,OM
Scorpaena mystes,OM
Xenichthys xanti,OM
Sphyraena idiastes,OM
Scarus perrico,OM
Chlorurus oedema,OM
Gobiesox marmoratus,HD
Choerodon oligacanthus,IM
Parapercis filamentosa,HD
Palutrus scapulopunctatus,HD
Bregmaceros mcclellandi,HD
Pinjalo lewisi,HD
Liopropoma collettei,HD
Liopropoma mitratum,HD
Xyrichtys niger,HD
Priolepis fallacincta,HD
Sillago bassensis,HD
Helcogramma billi,HD
Helcogramma capidatum,HD
Helcogramma chica,HD
Helcogramma decurrens,HD
Helcogramma ellioti,HD
Helcogramma fuscopinna,HD
Helcogramma rhinoceros,HD
Helcogramma springeri,HD
Helcogramma striatum,FC
Samariscus triocellatus,HD
Apogon doederleini,IM
Apogon hoevenii,IM
Apogon moluccensis,IM
Apogon notatus,IM
Cheilodipterus zonatus,IM
Fowleria vaiulae,OM
Neamia octospina,OM
Rhinomuraena quaesita,OM
Strophidon sathete,OM
Genicanthus melanospilos,IM
Genicanthus watanabei,OM
Alphestes afer,OM
Alphestes immaculatus,OM
Alphestes multiguttatus,OM
Cephalopholis panamensis,PK
Apolemichthys griffisi,PK
Centropyge colini,PK
Cephalopholis fulva,PK
Bothus guibei,PK
Bothus mellissi,PK
Aseraggodes xenicus,IM
Chaetodon dolosus,PK
Chaetodon mitratus,PK
Chaetodon zanzibarensis,PK
Brotulotaenia brevicauda,PK
Zebrias zebra,PK
Grammonus longhursti,HD
Platybelone argalus lovii,HD
Strongylura senegalensis,HD
Tylosurus acus imperialis,HD
Tylosurus acus rafale,HD
Anarchias euryurus,FC
Echidna peli,HD
Gymnothorax afer,HD
Gymnothorax mareei,HD
Gymnothorax polygonius,HD
Monopenchelys acuta,HD
Muraena melanotis,HD
Sargocentron hastatum,HD
Heteroconger longissimus,HD
Myrichthys pardalis,OM
Ophichthus regius,HD
Allocyttus verrucosus,IM
Aulostomus strigosus,IM
Dermatolepis dermatolepis,HD
Pomatoschistus marmoratus,HD
Apletodon dentatus dentatus,HD
Chelidonichthys obscurus,HD
Lipophrys pholis,HD
Cephalopholis nigri,HD
Encheliophis gracilis,IM
Epinephelus acanthistius,IM
Amphiprion latezonatus,IM
Amphiprion leucokranos,IM
Amphiprion mccullochi,OM
Amphiprion percula,IM
Amphiprion rubrocinctus,IM
Epinephelus caninus,IM
Chromis hypsilepis,IM
Epinephelus cifuentesi,IM
Centropyge acanthops,IM
Epinephelus costae,IM
Chromis nitida,FC
Chromis randalli,IM
Chromis struhsakeri,IM
Epinephelus exsul,IM
Belonepterygion fasciolatum,IM
Prionurus scalprum,IM
Erisphex pottii,IM
Apogon carinatus,IM
Apogon cookii,IM
Apogon semilineatus,IM
Dascyllus strasburgi,IM
Antennarius maculatus,IM
Mycteroperca acutirostris,HD
Mycteroperca fusca,IM
Mycteroperca prionura,IM
Mycteroperca rosacea,IM
Epinephelus niphobles,IM
Abudefduf whitleyi,FC
Zenarchopterus dispar,FC
Amblypomacentrus breviceps,IM
Enneacampus ansorgii,IM
Microphis brachyurus aculeatus,IM
Priacanthus alalaua,PK
Priacanthus blochii,HD
Kuhlia caudavittata,HD
Gerres nigri,IM
Plectorhinchus macrolepis,FC
Priacanthus nasca,FC
Pomadasys perotaei,IM
Priacanthus prolixus,FC
Priacanthus sagittarius,IM
Priacanthus zaiserae,IM
Hypleurochilus langi,IM
Bathygobius casamancus,IM
Caffrogobius caffer,IM
Caffrogobius gilchristi,FC
Caffrogobius nudiceps,IM
Favonigobius reichei,IM
Gnatholepis cauerensis,FC
Gobiodon rivulatus,IM
Gobioides africanus,IM
Gobioides sagitta,FC
Gobionellus occidentalis,IM
Kraemeria samoensis,IM
Mauligobius maderensis,IM
Mauligobius nigri,FC
Nematogobius ansorgii,IM
Nematogobius maindroni,IM
Dischistodus fasciatus,HD
Sicyopterus lagocephalus,IM
Wheelerigobius maltzani,PK
Ophiocara porocephala,IM
Nemadactylus macropterus,HD
Enchelycore lichenosa,IM
Gymnothorax chlamydatus,IM
Gymnothorax kidako,IM
Gymnothorax neglectus,IM
Gymnothorax prasinus,HD
Gymnothorax reevesii,FC
Gymnothorax reticularis,IM
Scorpaena maderensis,IM
Chaetodon robustus,IM
Parapristipoma humile,IM
Umbrina steindachneri,IM
Sphyraena viridensis,FC
Chilomycterus reticulatus,IM
Pseudechidna brummeri,PK
Uropterygius micropterus,IM
Netuma thalassina,PK
Neopomacentrus anabatoides,IM
Halicampus macrorhynchus,OM
Encheliophis vermicularis,IM
Neopomacentrus azysron,IM
Neopomacentrus metallicus,IM
Neoglyphidodon bonang,PK
Neoglyphidodon carlsoni,IM
Ablabys taenianotus,HD
Neoglyphidodon polyacanthus,IM
Parma oligolepis,IM
Plectroglyphidodon flaviventris,IM
Pomacentrus albimaculus,IM
Dermatopsoides talboti,IM
Haliichthys taeniophorus,HD
Pomacentrus australis,IM
Rogadius welanderi,IM
Halieutaea fitzsimonsi,IM
Antennarius pictus,IM
Pomacentrus opisthostigma,IM
Pomacentrus smithi,IM
Pomacentrus taeniometopon,HD
Pomacentrus wardi,IM
Pomachromis fuscidorsalis,IM
Velifer hypselopterus,IM
Coradion melanopus,IM
Pterois mombasae,IM
Amphichaetodon melbae,HD
Apogon apogonides,HD
Parapercis somaliensis,HD
Cyclichthys spilostylus,IM
Minous pictus,IM
Apistops caloundra,HD
Lophiocharon trisignatus,HD
Halieutaea stellata,HD
Halieutaea indica,IM
Centrogenys vaigiensis,IM
Apogon ceramensis,HD
Apogon septemstriatus,IM
Pempheris vanicolensis,HD
Chaetodon decussatus,IM
Snyderina yamanokami,HD
Ophichthus urolophus,HD
Plectranthias sagamiensis,HD
Parupeneus chrysopleuron,HD
Chaetodontoplus melanosoma,HD
Cirrhitichthys aureus,HD
Parapercis mimaseana,HD
Cottapistus cottoides,HD
Inimicus sinensis,HD
Pseudochromis quinquedentatus,HD
Apogon brevicaudata,OM
Platax batavianus,HD
Choerodon zamboangae,IM
Pseudomonacanthus peroni,FC
Leptojulis cyanopleura,FC
Aseraggodes cyaneus,FC
Pseudomonacanthus macrurus,IM
Parapercis sexfasciata,IM
Cirrhilabrus filamentosus,IM
Apogon nigrocincta,IM
Pseudanthias fasciatus,IM
Neomerinthe procurva,OM
Neomerinthe megalepis,OM
Metavelifer multiradiatus,IM
Clinus spatulatus,IS
Synodus rubromarmoratus,IM
Synodus oculeus,OM
Synodus macrocephalus,OM
Gymnothorax cribroris,OM
Coccotropsis gymnoderma,HD
Minous coccineus,HD
Lumiconger arafura,HD
Synodus sageneus,HD
Teixeirichthys jordani,HD
Giganthias immaculatus,HD
Onuxodon margaritiferae,HD
Batrachomoeus occidentalis,HD
Gymnapogon japonicus,HD
Batrachomoeus trispinosus,HD
Halophryne diemensis,OM
Erosa erosa,IM
Parapercis multiplicata,IM
Liocranium praepositum,PK
Minous versicolor,PK
Serranocirrhitus latus,PK
Cymbacephalus nematophthalmus,PK
Centropyge aurantia,IM
Glaucosoma buergeri,PK
Glaucosoma magnificum,IM
Thamnaconus arenaceus,OM
Apogon albimaculosus,OM
Zabidius novemaculeatus,OM
Chaetodontoplus conspicillatus,IM
Chaetodontoplus duboulayi,IM
Chaetodontoplus personifer,OM
Chromis fumea,OM
Choerodon cephalotes,OM
Chaetodontoplus meredithi,IM
Choerodon vitta,IM
Parapercis macrophthalma,PK
Centropyge eibli,IM
Chaetodontoplus ballinae,PK
Genicanthus semicinctus,IM
Apolemichthys guezei,PK
Apolemichthys xanthopunctatus,PK
Apolemichthys xanthotis,PK
Apolemichthys xanthurus,PK
Centropyge aurantonotus,PK
Centropyge flavipectoralis,IM
Centropyge hotumatua,IM
Prognathodes guyanensis,IM
Centropyge interruptus,OM
Parupeneus forsskali,FC
Centropyge joculator,IM
Eubalichthys caeruleoguttatus,IM
Centropyge multicolor,PK
Centropyge nigriocella,IM
Centropyge resplendens,IM
Centropyge shepardi,IM
Antennarius biocellatus,PK
Chaetodontoplus caeruleopunctatus,IM
Chaetodontoplus chrysocephalus,IM
Chaetodontoplus septentrionalis,PK
Genicanthus caudovittatus,IM
Antennarius analis,PK
Antennatus tuberosus,IM
Genicanthus semifasciatus,PK
Genicanthus spinus,IM
Holacanthus africanus,IM
Eviota smaragdus,IM
Holacanthus clarionensis,PK
Gladiogobius ensifer,PK
Holacanthus limbaughi,IM
Centropyge venustus,OM
Pomacanthus asfur,IM
Pomacanthus chrysurus,PK
Feroxodon multistriatus,IM
Tragulichthys jaculiferus,IM
Cyclichthys hardenbergi,PK
Grammatobothus pennatus,IM
Coradion altivelis,PK
Onigocia oligolepis,IM
Tathicarpus butleri,IM
Albula glossodonta,PK
Amblyeleotris gymnocephala,IM
Salarias guttatus,IM
Pleurosicya elongata,IM
Apogon multilineatus,IM
Pseudocoris heteroptera,IM
Halichoeres solorensis,IM
Minous trachycephalus,IM
Neosebastes entaxis,IM
Apogon melanopus,IM
Siphamia roseigaster,IM
Roa modestus,IM
Xyrichtys jacksonensis,PK
Pseudomonacanthus elongatus,IM
Scorpaenodes smithi,IM
Lamnostoma orientalis,IM
Tetraroge barbata,IM
Abudefduf concolor,PK
Caulolatilus hubbsi,IM
Bathygobius cyclopterus,IM
Hemanthias signifer,IM
Abudefduf hoefleri,IM
Pandaka trimaculata,PK
Abudefduf luridus,PK
Abudefduf margariteus,PK
Abudefduf natalensis,PK
Altrichthys azurelineatus,PK
Amblyglyphidodon flavilatus,PK
Amphiprion allardi,PK
Amphiprion bicinctus,IM
Amphiprion chagosensis,IM
Amphiprion chrysogaster,PK
Amphiprion ephippium,PK
Amphiprion fuscocaudatus,IM
Amphiprion latifasciatus,IM
Amphiprion sebae,IM
Amphiprion thiellei,IM
Azurina eupalama,IM
Azurina hirundo,PK
Chromis albomaculata,PK
