Latin name,Diet
Trimma marinae,OM
Trimma nasa,IM
Halichoeres dimidiatus,IM
Halichoeres penrosei,FC
Archamia flavofasciata,PK
Sphyraena iburiensis,FC
Kyphosus hawaiiensis,IM
Kyphosus pacificus,PK
Siganus woodlandi,PK
Ophidion antipholus,PK
Evermannichthys spongicola,IM
Grammonus thielei,OM
Abalistes filamentosus,IM
Oxycheilinus nigromarginatus,HM
Alabes elongata,IM
Paraxenisthmus cerberusi,IM
Gobiodon prolixus,IM
Vanderhorstia bella,IM
Yirrkala moorei,PK
Amblygobius stethophthalmus,IM
Ophichthus fasciatus,FC
Trimma anthrenum,IM
Trimma preclarum,OM
Antennablennius ceylonensis,IM
Apogon rubellus,FC
Amblyeleotris biguttata,IM
Amblyeleotris ellipse,PK
Amblyeleotris bellicauda,IM
Amblyeleotris stenotaeniata,FC
Scorpaenopsis eschmeyeri,FC
Xyrichtys koteamea,IM
Neopomacentrus sororius,IM
Thalassoma nigrofasciatum,PK
Trimma fangi,PK
Trimma agrena,PK
Trimma volcana,IM
Trimma lantana,IM
Scorpaena gasta,HD
Pascua caudilinea,IM
Hetereleotris sticta,PK
Exyrias akihito,IM
Ophioblennius trinitatis,IM
Asterorhombus filifer,OM
Plectranthias klausewitzi,PK
Enneapterygius elaine,IM
Enneapterygius genamaculatus,IM
Enneapterygius gruschkai,IM
Enneapterygius kosiensis,OM
Chlidichthys abruptus,IM
Chlidichthys chagosensis,IM
Chlidichthys clibanarius,IM
Chlidichthys foudioides,IM
Diancistrus alatus,IM
Diancistrus alleni,IM
Diancistrus altidorsalis,IM
Diancistrus atollorum,IM
Diancistrus beateae,OM
Diancistrus brevirostris,OM
Diancistrus eremitus,PK
Diancistrus fijiensis,IM
Diancistrus jackrandalli,IM
Diancistrus jeffjohnsoni,PK
Diancistrus karinae,IM
Diancistrus katrineae,IM
Diancistrus leisi,OM
Diancistrus mcgroutheri,IM
Diancistrus machidai,IM
Diancistrus manciporus,IM
Diancistrus mennei,IM
Diancistrus niger,FC
Diancistrus pohnpeiensis,FC
Diancistrus robustus,HD
Diancistrus springeri,IM
Diancistrus tongaensis,IM
Diancistrus vietnamensis,IM
Paradiancistrus acutirostris,IM
Paradiancistrus cuyoensis,IM
Dermatopsis greenfieldi,PK
Parapercis lineopunctata,OM
Dipulus hutchinsi,IM
Dermatopsoides andersoni,IS
Ogilbia cocoensis,IM
Ogilbia jewettae,FC
Ogilbia nigromarginata,FC
Ogilbia robertsoni,FC
Ogilbia sedorae,PK
Ogilbia jeffwilliamsi,FC
Ogilbia sabaji,HD
Ogilbia suarezae,OM
Apletodon wirtzi,IM
Ogilbichthys kakuki,FC
Ogilbichthys longimanus,IM
Trimma flavatrum,IM
Trimma hayashii,OM
Cabillus atripelvicus,IM
Brotula flaviviridis,PK
Zoramia flebila,FC
Zoramia viridiventer,FC
Gorgasia thamani,IM
Apogon kautamea,OM
Apogon rubrifuscus,IM
Apogon campbelli,IM
Cabillus caudimacula,PK
Pleurosicya larsonae,OM
Iniistius griffithsi,OM
Epigonus cavaticus,OM
Apogon pleuron,OM
Oxycheilinus lineatus,OM
Caranx fischeri,OM
Trimma gigantum,OM
Trimma randalli,OM
Trimma tauroculum,PK
Trimma fucatum,IM
Trimma sanguinellus,PK
Chromis brevirostris,PK
Scarus maculipinna,PK
Ichthyapus platyrhynchus,PK
Asterropteryx ovata,FC
Nectamia viria,IM
Discotrema monogrammum,IM
Chrysiptera giti,PK
Paracheilinus nursalim,FC
Grallenia lipi,IM
Grallenia arenicola,PK
Pseudanthias charleneae,PK
Pictichromis coralensis,IM
Corythoichthys benedetto,IM
Pterois andover,IM
Coryphopterus tortugae,FC
Nectamia ignitops,IS
Nectamia luxuria,HD
Nectamia similis,IM
Vanderhorstia steelei,IM
Parapercis basimaculata,IM
Parapercis natator,IM
Apterichtus australis,FC
Ptereleotris brachyptera,IM
Ptereleotris kallista,IM
Muraena augusti,OM
Pomacentrus microspilus,OM
Chromis xouthos,IM
Epibulus brevis,IS
Eviota hoesei,IM
Eviota readerae,IM
Xenisthmus chi,IM
Xenisthmus eirospilus,IM
Xenisthmus semicinctus,FC
Asterropteryx senoui,FC
Apogon seminigracaudus,FC
Albula oligolepis,FC
Albula virgata,IM
Discotrema zonatum,IM
Tomiyamichthys tanyspilus,FC
Chromis onumai,IM
Trimma yanagitai,IM
Trimma nomurai,IM
Vanderhorstia attenuata,FC
Vanderhorstia auronotata,IM
Vanderhorstia belloides,PK
Vanderhorstia dorsomacula,IM
Cirrhilabrus brunneus,FC
Paracheilinus walton,FC
Tryssogobius nigrolineatus,FC
Bodianus neopercularis,PK
Bodianus paraleucosticticus,FC
Synodus mascarensis,PK
Beaglichthys bleekeri,IM
Liocranium pleurostigma,IM
Amphiprion barberi,IM
Cirrhilabrus beauperryi,IM
Minysicya caudimaculata,PK
Ostorhinchus leslie,OM
Chaetodontoplus vanderloosi,IM
Neamia articycla,OM
Dunckerocampus naia,FC
Chromis monochroma,PK
Chromis pura,PK
Pterocaesio flavifasciata,PK
Wetmorella tanakai,PK
Grammonus yunokawai,PK
Laiphognathus longispinis,PK
Parapercis pacifica,FC
Parapercis queenslandica,PK
Parapercis xanthogramma,PK
Bodianus sepiacaudus,HD
Bodianus rubrisos,PK
Bodianus dictynna,PK
Bodianus busellatus,PK
Bodianus solatus,FC
Eviota partimacula,PK
Xyrichtys pastellus,IM
Eusurculus andamanensis,HD
Eusurculus pistillum,IM
Eusurculus pristinus,PK
Majungaichthys simplex,PK
Mascarenichthys heemstrai,PK
Ungusurculus komodoensis,PK
Ungusurculus philippinensis,PK
Ungusurculus riauensis,FC
Ungusurculus sundaensis,PK
Ungusurculus williamsi,PK
Zephyrichthys barryi,PK
Beaglichthys larsonae,PK
Paradiancistrus lombokensis,PK
Pseudocaranx dinjerra,PK
Amblyeleotris neumanni,PK
Eviota masudai,PK
Myersina adonis,PK
Vanderhorstia hiramatsui,PK
Anarchias supremus,PK
Opistognathus rufilineatus,FC
Enneapterygius senoui,PK
Helcogramma alkamr,FC
Helcogramma ememes,IM
Helcogramma microstigma,IM
Helcogramma rharhabe,HD
Helcogramma rosea,HD
Helcogramma serendip,HD
Ichthyapus insularis,FC
Parupeneus diagonalis,FC
Gnatholepis argus,PK
Didogobius amicuscaridis,FC
Didogobius wirtzi,PK
Opistognathus elizabethensis,PK
Optivus agastos,IM
Cheilodactylus francisi,FC
Eviota tigrina,IM
Elacatinus phthirophagus,IM
Chromis athena,FC
Festucalex kulbickii,PK
Hippocampus curvicuspis,FC
Hippocampus pusillus,FC
Micrognathus brevicorpus,FC
Siokunichthys striatus,FC
Hippocampus pontohi,FC
Hippocampus severnsi,FC
Hippocampus satomiae,IM
Rhabdoblennius nigropunctatus,IM
Parapercis compressa,IM
Parapercis diagonalis,IM
Parapercis flavolineata,IM
Labrisomus conditus,IM
Histiophryne psychedelica,IM
Cirrhilabrus naokoae,IM
Scartella itajobi,IM
Sebastapistes taeniophrys,IM
Hippocampus waleananus,IM
Hippocampus debelius,IM
Trimma hotsarihiensis,OM
Synodus fasciapelvicus,IM
Synodus isolatus,OM
Elacatinus colini,OM
Elacatinus serranilla,OM
Halichoeres sazimai,PK
Trimma imaii,OM
Trimma caudipunctatum,OM
Gladiogobius rex,IS
Apogon erythrosoma,IM
Cottoclinus canops,IM
Ctenogobiops tongaensis,IM
Eviota korechika,OM
Eviota ocellifer,IM
Eviota variola,IM
Eviota natalis,IM
Acanthoplesiops naka,IM
Elacatinus lobeli,FC
Roa australis,HD
Pseudochromis tonozukai,IM
Cypho zaps,OM
Manonichthys alleni,IM
Manonichthys winterbottomi,IM
Pseudochromis alticaudex,PK
Hippocampus tyro,IM
Pseudochromis aureolineatus,IM
Pseudochromis kristinae,OM
Pseudochromis madagascariensis,HM
Pseudochromis melanurus,HD
Pseudochromis mooii,HD
Halichoeres claudia,IM
Pictichromis dinar,OM
Kelloggella disalvoi,IM
Amblyeleotris neglecta,PK
Gnatholepis yoshinoi,IM
Parupeneus angulatus,OM
Parupeneus minys,HD
Parupeneus nansen,PK
Parupeneus fraserorum,IM
Parupeneus seychellensis,IM
Canthigaster axiloga,IM
Ctenogobius aterrimus,IM
Monotaxis heterodon,IM
Apogon hypselonotus,IM
Paraplagusia unicolor,IM
Thamnaconus garretti,IM
Oxyurichthys oculomirus,OM
Kyphosus sandvicensis,IM
Medusablennius chani,IM
Acanthurus mindorensis,IM
Albula esuncula,IM
Aspidontus maroubrae,IM
Cottapistus praepositus,OM
Chromis fourmanoiri,OM
Gerres abbreviatus,HD
Enneapterygius semilarvatus,HD
Ecsenius gascoynei,IM
Trimma brachylepis,HD
Dendrochirus sausaulele,HD
Sebastapistes laotale,PK
Muraenichthys malaita,IS
Eviota aurolineata,OM
Eviota dispilus,IM
Eviota gymnocephala,IM
Eviota nanus,IM
Cristatogobius nonatae,IM
Cantherhines nukuhiva,OM
Amblycirrhitus Itycirrhitus,PK
Serranus tico,OM
Moringua linearis,OM
Moringua semperviridens,IM
Opistognathus xenephelis,OM
Amblyeleotris exilis,OM
Amblygobius myersi,OM
Helcogramma safra,IM
Praealticus brunneus,PK
Acanthurus nigros,IM
Springeratus fourmanoiri,IM
Alticus andersoni,PK
Alticus orientalis,IM
Cirrhilabrus bruguieri,IM
Gobiodon macrochir,IM
Canthigaster cyanospilota,PK
Ctenogobius brevirostris,OM
Ctenogobius calamianensis,OM
Ctenogobius grammatogaster,OM
Ctenogobius notophthalmus,OM
Chelonodon dapsilis,IM
Chrysiptera arnazae,OM
Chrysiptera flavifrons,OM
Chrysiptera nahackyi,FC
Cheilinus quinquecinctus,PK
Amblygobius sewardii,PK
Amblygobius shatinensis,PK
Pomacentrus cheraphilus,PK
Chaetodontoplus polioururs,PK
Hoplolatilus randalli,PK
Halichoeres erdmanni,PK
Halichoeres hilomeni,PK
Pempheris macrolepidotus,PK
Ophichthus bernsteini,PK
Ophichthus microcephalus,PK
Eugnathogobius rivalis,IM
Chromis albicaudus,IM
Cryptocentrus haydeni,PK
Cryptocentrus sercius,PK
Cryptocentrus vagus,PK
Cryptocentrus wehleri,PK
Cirrhitops mascarenensis,PK
Mugilogobius arguellesi,OM
Enneapterygius pallidus,IM
Ophisurus macclellandi,IM
Trimma cheni,PK
Trimma erdmanni,IM
Trimma habrum,IM
Trimma haimassum,IM
Trimma maiandros,IM
Trimma papayum,IM
Trimma xantha,IM
Trimma xanthochrum,IM
Parioglossus caeruleolineatus,IM
Parioglossus senoui,HD
Parioglossus winterbottomi,IM
Pomadasys grunneus,IM
Hypseleotris quisumbingi,IM
Paragunnellichthys fehlmanni,IM
Ambassis reticulata,IM
Apogon cardinalis,IM
Apogon nigricans,IM
Apogon spinicola,IM
Asterropteryx everretti,IM
Sparidentex belayewi,IM
Ammodytoides idai,IM
Heteroconger mercyae,IM
Foa leisi,IM
Foa nivosa,IM
Bunaka sticta,PK
Creisson validus,IM
Gymnothorax davidsmithi,IM
Cristiceps filifer,IM
Cristiceps halei,IM
Parapercis montillae,IM
Cetoscarus ocellatus,PK
Brachaluteres fahaqa,PK
Eviota ancora,IM
Eviota asymbasia,IM
Eviota diyhritisma,IM
Eviota karaspila,IM
Eviota nigrispina,FC
Eviota rubriguttata,IM
Eviota rubrisparsa,IM
Eviota shimadai,IM
Eviota toshiyuki,IM
Eviota winterbottomi,IM
Eviota bipunctata,IM
Eviota dorsogilva,IM
Eviota randalli,IM
Crystallodytes enderburyensis,IM
Callogobius badia,IM
Callogobius mannarensis,PK
Callogobius santa,PK
Calumia papuensis,PK
Cantherhines cerinus,IM
Amphiprion mccullohi,IM
Amphiprion pacificus,IM
Butis prismaticus,IM
Paracentropogon leucoprosopon,IM
Quisquilius malayanus,IM
Pelagocephalus coheni,FC
Synodus cresseyi,HD
Moringua cagayana,OM
Moringua floresiana,HD
Moringua hawaiiensis,IM
Moringua latebrosa,IM
Moringua robusta,HD
Latridopsis ciliatus,PK
Eleotris eigemanni,OM
Micrognathus joyceae,IM
Pseudochromis raja,PK
Pseudochromis erdmanni,IM
Apogonichthyoides umbratilis,IM
Opistognathus cyanospilotus,OM
Opistognathus variabilis,PK
Opistognathus ensiferus,IM
Opistognathus parvus,IM
Opistognathus rex,IM
Opistognathus wassi,PK
Grammonus nagaredi,IM
Parascorpaena trincomalee,PK
Glossogobius sandakanensis,PK
Andamia pacifica,IM
Entomacrodus solus,HD
Enchelyurus caeruleopunctatus,IM
Uropterygius oligospondylus,IM
Redigobius leveri,OM
Stegastes punctatus,IM
Orthostomus amblyapinnis,IM
Oplopomus vergens,IM
Xyrichtys halsteadi,IM
Pseudanthias hawaiiensis,IM
Cabillus monerati,IM
Bothus ypsigrammus,FC
Helcogramma shinglensis,IM
Siphamia spinicola,IM
Parapterois macrura,HD
Boroda albooculata,PK
Hetereleotris exilis,FC
Amblyglyphidodon silolona,IM
Synchiropus occidentalis,IM
