"","Region","Reef","Genus","Species","Phase","TL","Bites","min","sec","time","Bite.rate","dataset","sp","UVC"
"817","GBR","Lizard","Scaris","frenatus","TP",32,72,3,56,"00:03:56",18.30508475,"gbr","Scaris frenatus","TRUE"
"818","GBR","Lizard","Scaris","frenatus","TP",33,71,4,4,"00:04:04",17.45901639,"gbr","Scaris frenatus","TRUE"
"819","GBR","Lizard","Scaris","frenatus","TP",33,93,3,41,"00:03:41",25.24886878,"gbr","Scaris frenatus","TRUE"
"820","GBR","Lizard","Scaris","frenatus","TP",33,80,3,51,"00:03:51",20.77922078,"gbr","Scaris frenatus","TRUE"
"821","GBR","Lizard","Scaris","frenatus","TP",34,109,4,16,"00:04:16",25.546875,"gbr","Scaris frenatus","TRUE"
"822","GBR","Lizard","Scaris","frenatus","TP",32,44,3,12,"00:03:12",13.75,"gbr","Scaris frenatus","TRUE"
"823","GBR","Lizard","Scaris","frenatus","TP",34,61,3,7,"00:03:07",19.57219251,"gbr","Scaris frenatus","TRUE"
"824","GBR","Lizard","Scaris","frenatus","TP",37,117,3,1,"00:03:01",38.78453039,"gbr","Scaris frenatus","TRUE"
"825","GBR","Lizard","Scarus","ghobban","IP",32,27,3,9,"00:03:09",8.571428571,"gbr","Scarus ghobban","TRUE"
"826","GBR","Lizard","Scarus","ghobban","IP",34,24,3,8,"00:03:08",7.659574468,"gbr","Scarus ghobban","TRUE"
"827","GBR","Lizard","Scarus","ghobban","IP",19,49,3,9,"00:03:09",15.55555556,"gbr","Scarus ghobban","TRUE"
"828","GBR","Lizard","Scarus","ghobban","IP",27,38,3,1,"00:03:01",12.59668508,"gbr","Scarus ghobban","TRUE"
"829","GBR","Lizard","Scarus","ghobban","IP",28,44,3,0,"00:03:00",14.66666667,"gbr","Scarus ghobban","TRUE"
"830","GBR","Lizard","Scarus","ghobban","IP",32,29,3,1,"00:03:01",9.613259669,"gbr","Scarus ghobban","TRUE"
"831","GBR","Lizard","Scarus","globiceps","TP",20,91,3,3,"00:03:03",29.83606557,"gbr","Scarus globiceps","TRUE"
"832","GBR","Lizard","Scarus","globiceps","TP",20,136,3,1,"00:03:01",45.08287293,"gbr","Scarus globiceps","TRUE"
"833","GBR","Lizard","Scarus","globiceps","TP",23,138,3,14,"00:03:14",42.68041237,"gbr","Scarus globiceps","TRUE"
"834","GBR","Lizard","Scarus","globiceps","TP",20,127,3,11,"00:03:11",39.89528796,"gbr","Scarus globiceps","TRUE"
"835","GBR","Lizard","Scarus","globiceps","TP",24,89,3,0,"00:03:00",29.66666667,"gbr","Scarus globiceps","TRUE"
"836","GBR","Lizard","Scarus","globiceps","TP",20,196,3,0,"00:03:00",65.33333333,"gbr","Scarus globiceps","TRUE"
"837","GBR","Lizard","Scarus","globiceps","TP",22,143,3,0,"00:03:00",47.66666667,"gbr","Scarus globiceps","TRUE"
"838","GBR","Lizard","Scarus","globiceps","IP",18,157,3,9,"00:03:09",49.84126984,"gbr","Scarus globiceps","TRUE"
"839","GBR","Lizard","Scarus","globiceps","IP",12,258,3,1,"00:03:01",85.52486188,"gbr","Scarus globiceps","TRUE"
"840","GBR","Lizard","Scarus","globiceps","TP",24,173,3,23,"00:03:23",51.13300493,"gbr","Scarus globiceps","TRUE"
"841","GBR","Lizard","Scarus","globiceps","TP",24,119,3,0,"00:03:00",39.66666667,"gbr","Scarus globiceps","TRUE"
"842","GBR","Lizard","Scarus","globiceps","TP",21,155,3,3,"00:03:03",50.81967213,"gbr","Scarus globiceps","TRUE"
"843","GBR","Lizard","Scarus","globiceps","IP",15,200,3,3,"00:03:03",65.57377049,"gbr","Scarus globiceps","TRUE"
"844","GBR","Lizard","Scarus","globiceps","TP",19,146,3,3,"00:03:03",47.86885246,"gbr","Scarus globiceps","TRUE"
"845","GBR","Lizard","Scarus","globiceps","IP",13,163,3,0,"00:03:00",54.33333333,"gbr","Scarus globiceps","TRUE"
"846","GBR","Lizard","Scarus","globiceps","TP",20,128,3,5,"00:03:05",41.51351351,"gbr","Scarus globiceps","TRUE"
"847","GBR","Lizard","Scarus","globiceps","TP",20,126,3,0,"00:03:00",42,"gbr","Scarus globiceps","TRUE"
"848","GBR","Lizard","Scarus","globiceps","TP",23,137,3,1,"00:03:01",45.41436464,"gbr","Scarus globiceps","TRUE"
"849","GBR","Lizard","Scarus","globiceps","IP",18,208,3,1,"00:03:01",68.95027624,"gbr","Scarus globiceps","TRUE"
"850","GBR","Lizard","Scarus","globiceps","IP",19,191,3,6,"00:03:06",61.61290323,"gbr","Scarus globiceps","TRUE"
"851","GBR","Lizard","Scarus","globiceps","TP",19,154,3,7,"00:03:07",49.41176471,"gbr","Scarus globiceps","TRUE"
"852","GBR","Lizard","Scarus","globiceps","TP",25,153,3,6,"00:03:06",49.35483871,"gbr","Scarus globiceps","TRUE"
"853","GBR","Lizard","Scarus","globiceps","IP",16,145,3,0,"00:03:00",48.33333333,"gbr","Scarus globiceps","TRUE"
"854","GBR","Lizard","Scarus","globiceps","TP",22,137,3,2,"00:03:02",45.16483516,"gbr","Scarus globiceps","TRUE"
"855","GBR","Lizard","Scarus","globiceps","TP",20,113,3,0,"00:03:00",37.66666667,"gbr","Scarus globiceps","TRUE"
"856","GBR","Lizard","Scarus","globiceps","TP",19,154,3,1,"00:03:01",51.04972376,"gbr","Scarus globiceps","TRUE"
"857","GBR","Lizard","Scarus","globiceps","IP",16,223,3,2,"00:03:02",73.51648352,"gbr","Scarus globiceps","TRUE"
"858","GBR","Lizard","Scarus","globiceps","TP",20,157,3,4,"00:03:04",51.19565217,"gbr","Scarus globiceps","TRUE"
"859","GBR","Lizard","Scarus","globiceps","TP",22,141,3,1,"00:03:01",46.74033149,"gbr","Scarus globiceps","TRUE"
"860","GBR","Lizard","Scarus","globiceps","TP",18,185,3,4,"00:03:04",60.32608696,"gbr","Scarus globiceps","TRUE"
"861","GBR","Lizard","Scarus","globiceps","IP",9,171,3,2,"00:03:02",56.37362637,"gbr","Scarus globiceps","TRUE"
"862","GBR","Lizard","Melichthys","niger","IP",19,91,3,6,"00:03:06",29.35483871,"gbr","Melichthys niger","TRUE"
"863","GBR","Lizard","Melichthys","niger","IP",15,116,3,2,"00:03:02",38.24175824,"gbr","Melichthys niger","TRUE"
"864","GBR","Lizard","Melichthys","niger","TP",26,126,4,43,"00:04:43",26.71378092,"gbr","Melichthys niger","TRUE"
"865","GBR","Lizard","Melichthys","niger","IP",22,66,3,0,"00:03:00",22,"gbr","Melichthys niger","TRUE"
"866","GBR","Lizard","Melichthys","niger","TP",30,80,3,18,"00:03:18",24.24242424,"gbr","Melichthys niger","TRUE"
"867","GBR","Lizard","Melichthys","niger","TP",22,101,3,16,"00:03:16",30.91836735,"gbr","Melichthys niger","TRUE"
"868","GBR","Lizard","Melichthys","niger","IP",15,121,3,5,"00:03:05",39.24324324,"gbr","Melichthys niger","TRUE"
"869","GBR","Lizard","Melichthys","niger","IP",13,51,3,4,"00:03:04",16.63043478,"gbr","Melichthys niger","TRUE"
"870","GBR","Lizard","Melichthys","niger","TP",30,29,2,9,"00:02:09",13.48837209,"gbr","Melichthys niger","TRUE"
"871","GBR","Lizard","Melichthys","niger","IP",25,43,2,31,"00:02:31",17.08609272,"gbr","Melichthys niger","TRUE"
"872","GBR","Lizard","Melichthys","niger","IP",17,99,3,17,"00:03:17",30.15228426,"gbr","Melichthys niger","TRUE"
"873","GBR","Lizard","Melichthys","niger","TP",32,49,3,36,"00:03:36",13.61111111,"gbr","Melichthys niger","TRUE"
"874","GBR","Lizard","Melichthys","niger","IP",19,103,3,5,"00:03:05",33.40540541,"gbr","Melichthys niger","TRUE"
"875","GBR","Lizard","Melichthys","niger","TP",30,70,3,2,"00:03:02",23.07692308,"gbr","Melichthys niger","TRUE"
"876","GBR","Lizard","Melichthys","niger","TP",25,94,3,23,"00:03:23",27.78325123,"gbr","Melichthys niger","TRUE"
"877","GBR","Lizard","Melichthys","niger","TP",28,51,3,32,"00:03:32",14.43396226,"gbr","Melichthys niger","TRUE"
"878","GBR","Lizard","Melichthys","niger","TP",30,76,3,5,"00:03:05",24.64864865,"gbr","Melichthys niger","TRUE"
"879","GBR","Lizard","Melichthys","niger","TP",23,84,3,16,"00:03:16",25.71428571,"gbr","Melichthys niger","TRUE"
"880","GBR","Lizard","Melichthys","niger","TP",28,36,3,9,"00:03:09",11.42857143,"gbr","Melichthys niger","TRUE"
"881","GBR","Lizard","Melichthys","niger","TP",25,23,3,0,"00:03:00",7.666666667,"gbr","Melichthys niger","TRUE"
"882","GBR","Lizard","Melichthys","niger","TP",25,28,3,0,"00:03:00",9.333333333,"gbr","Melichthys niger","TRUE"
"883","GBR","Lizard","Melichthys","niger","IP",15,37,3,0,"00:03:00",12.33333333,"gbr","Melichthys niger","TRUE"
"884","GBR","Lizard","Melichthys","niger","IP",25,48,3,0,"00:03:00",16,"gbr","Melichthys niger","TRUE"
"885","GBR","Lizard","Melichthys","niger","TP",25,72,3,1,"00:03:01",23.86740331,"gbr","Melichthys niger","TRUE"
"886","GBR","Lizard","Melichthys","niger","TP",27,58,3,13,"00:03:13",18.03108808,"gbr","Melichthys niger","TRUE"
"887","GBR","Lizard","Melichthys","niger","TP",29,88,3,34,"00:03:34",24.6728972,"gbr","Melichthys niger","TRUE"
"888","GBR","Lizard","Melichthys","niger","TP",30,84,3,1,"00:03:01",27.84530387,"gbr","Melichthys niger","TRUE"
"889","GBR","Lizard","Melichthys","niger","TP",23,58,3,20,"00:03:20",17.4,"gbr","Melichthys niger","TRUE"
"890","GBR","Lizard","Melichthys","niger","TP",24,72,3,10,"00:03:10",22.73684211,"gbr","Melichthys niger","TRUE"
"891","GBR","Lizard","Melichthys","niger","TP",26,64,2,40,"00:02:40",24,"gbr","Melichthys niger","TRUE"
"892","GBR","Lizard","Melichthys","niger","TP",28,57,3,4,"00:03:04",18.58695652,"gbr","Melichthys niger","TRUE"
"893","GBR","Lizard","Melichthys","niger","TP",25,64,3,9,"00:03:09",20.31746032,"gbr","Melichthys niger","TRUE"
"894","GBR","Lizard","Melichthys","niger","TP",32,48,3,19,"00:03:19",14.47236181,"gbr","Melichthys niger","TRUE"
"895","GBR","Lizard","Melichthys","niger","TP",27,70,3,5,"00:03:05",22.7027027,"gbr","Melichthys niger","TRUE"
"896","GBR","Lizard","Melichthys","niger","TP",29,110,3,3,"00:03:03",36.06557377,"gbr","Melichthys niger","TRUE"
"897","GBR","Lizard","Melichthys","niger","TP",23,78,3,7,"00:03:07",25.02673797,"gbr","Melichthys niger","TRUE"
"898","GBR","Lizard","Scarus","oviceps","IP",14,62,3,8,"00:03:08",19.78723404,"gbr","Scarus oviceps","TRUE"
"899","GBR","Lizard","Scarus","oviceps","IP",16,68,3,14,"00:03:14",21.03092784,"gbr","Scarus oviceps","TRUE"
"900","GBR","Lizard","Scarus","oviceps","TP",30,26,3,34,"00:03:34",7.289719626,"gbr","Scarus oviceps","TRUE"
"901","GBR","Lizard","Scarus","oviceps","TP",19,46,3,4,"00:03:04",15,"gbr","Scarus oviceps","TRUE"
"902","GBR","Lizard","Scarus","oviceps","IP",24,89,3,12,"00:03:12",27.8125,"gbr","Scarus oviceps","TRUE"
"903","GBR","Lizard","Scarus","oviceps","IP",25,94,3,5,"00:03:05",30.48648649,"gbr","Scarus oviceps","TRUE"
"904","GBR","Lizard","Scarus","oviceps","TP",21,53,3,6,"00:03:06",17.09677419,"gbr","Scarus oviceps","TRUE"
"905","GBR","Lizard","Scarus","oviceps","IP",24,90,3,2,"00:03:02",29.67032967,"gbr","Scarus oviceps","TRUE"
"906","GBR","Lizard","Scarus","oviceps","TP",29,73,3,1,"00:03:01",24.19889503,"gbr","Scarus oviceps","TRUE"
"907","GBR","Lizard","Scarus","oviceps","IP",21,71,3,0,"00:03:00",23.66666667,"gbr","Scarus oviceps","TRUE"
"908","GBR","Lizard","Scarus","oviceps","IP",24,90,3,7,"00:03:07",28.87700535,"gbr","Scarus oviceps","TRUE"
"909","GBR","Lizard","Scarus","oviceps","TP",30,76,3,21,"00:03:21",22.68656716,"gbr","Scarus oviceps","TRUE"
"910","GBR","Lizard","Scarus","oviceps","IP",25,99,3,7,"00:03:07",31.76470588,"gbr","Scarus oviceps","TRUE"
"911","GBR","Lizard","Scarus","oviceps","TP",31,94,3,0,"00:03:00",31.33333333,"gbr","Scarus oviceps","TRUE"
"912","GBR","Lizard","Scarus","oviceps","IP",23,101,3,4,"00:03:04",32.93478261,"gbr","Scarus oviceps","TRUE"
"913","GBR","Lizard","Scarus","oviceps","TP",27,57,3,9,"00:03:09",18.0952381,"gbr","Scarus oviceps","TRUE"
"914","GBR","Lizard","Scarus","oviceps","IP",23,94,3,1,"00:03:01",31.16022099,"gbr","Scarus oviceps","TRUE"
"915","GBR","Lizard","Scarus","oviceps","IP",18,77,3,4,"00:03:04",25.10869565,"gbr","Scarus oviceps","TRUE"
"916","GBR","Lizard","Scarus","oviceps","IP",20,73,3,7,"00:03:07",23.42245989,"gbr","Scarus oviceps","TRUE"
"917","GBR","Lizard","Scarus","oviceps","IP",24,88,3,14,"00:03:14",27.21649485,"gbr","Scarus oviceps","TRUE"
"918","GBR","Lizard","Scarus","oviceps","IP",20,91,3,3,"00:03:03",29.83606557,"gbr","Scarus oviceps","TRUE"
"919","GBR","Lizard","Scarus","oviceps","TP",22,84,3,17,"00:03:17",25.58375635,"gbr","Scarus oviceps","TRUE"
"920","GBR","Lizard","Scarus","oviceps","TP",26,37,3,0,"00:03:00",12.33333333,"gbr","Scarus oviceps","TRUE"
"921","GBR","Lizard","Scarus","oviceps","IP",14,91,3,1,"00:03:01",30.16574586,"gbr","Scarus oviceps","TRUE"
"922","GBR","Lizard","Scarus","oviceps","IP",26,82,3,6,"00:03:06",26.4516129,"gbr","Scarus oviceps","TRUE"
"923","GBR","Lizard","Scarus","oviceps","TP",27,37,3,1,"00:03:01",12.26519337,"gbr","Scarus oviceps","TRUE"
"924","GBR","Lizard","Scarus","oviceps","IP",26,77,3,0,"00:03:00",25.66666667,"gbr","Scarus oviceps","TRUE"
"925","GBR","Lizard","Scarus","oviceps","IP",27,75,3,5,"00:03:05",24.32432432,"gbr","Scarus oviceps","TRUE"
"926","GBR","Lizard","Scarus","oviceps","IP",23,81,3,5,"00:03:05",26.27027027,"gbr","Scarus oviceps","TRUE"
"927","GBR","Lizard","Scarus","oviceps","TP",27,59,3,1,"00:03:01",19.55801105,"gbr","Scarus oviceps","TRUE"
"928","GBR","Lizard","Scarus","oviceps","IP",26,57,3,0,"00:03:00",19,"gbr","Scarus oviceps","TRUE"
"929","GBR","Lizard","Scarus","psittacus","IP",8,126,3,7,"00:03:07",40.42780749,"gbr","Scarus psittacus","TRUE"
"930","GBR","Lizard","Scarus","psittacus","TP",23,113,3,8,"00:03:08",36.06382979,"gbr","Scarus psittacus","TRUE"
"931","GBR","Lizard","Scarus","psittacus","TP",22,62,3,8,"00:03:08",19.78723404,"gbr","Scarus psittacus","TRUE"
"932","GBR","Lizard","Scarus","psittacus","TP",24,45,3,8,"00:03:08",14.36170213,"gbr","Scarus psittacus","TRUE"
"933","GBR","Lizard","Scarus","psittacus","TP",22,49,3,1,"00:03:01",16.24309392,"gbr","Scarus psittacus","TRUE"
"934","GBR","Lizard","Scarus","psittacus","IP",15,79,3,3,"00:03:03",25.90163934,"gbr","Scarus psittacus","TRUE"
"935","GBR","Lizard","Scarus","psittacus","IP",18,67,3,9,"00:03:09",21.26984127,"gbr","Scarus psittacus","TRUE"
"936","GBR","Lizard","Scarus","psittacus","TP",25,55,3,12,"00:03:12",17.1875,"gbr","Scarus psittacus","TRUE"
"937","GBR","Lizard","Scarus","psittacus","IP",13,127,3,11,"00:03:11",39.89528796,"gbr","Scarus psittacus","TRUE"
"938","GBR","Lizard","Scarus","psittacus","IP",18,119,3,2,"00:03:02",39.23076923,"gbr","Scarus psittacus","TRUE"
"939","GBR","Lizard","Scarus","psittacus","TP",22,94,3,2,"00:03:02",30.98901099,"gbr","Scarus psittacus","TRUE"
"940","GBR","Lizard","Scarus","psittacus","IP",13,108,3,8,"00:03:08",34.46808511,"gbr","Scarus psittacus","TRUE"
"941","GBR","Lizard","Scarus","psittacus","IP",18,89,3,0,"00:03:00",29.66666667,"gbr","Scarus psittacus","TRUE"
"942","GBR","Lizard","Scarus","psittacus","TP",19,77,3,2,"00:03:02",25.38461538,"gbr","Scarus psittacus","TRUE"
"943","GBR","Lizard","Scarus","psittacus","TP",24,56,3,1,"00:03:01",18.56353591,"gbr","Scarus psittacus","TRUE"
"944","GBR","Lizard","Scarus","psittacus","TP",26,53,3,0,"00:03:00",17.66666667,"gbr","Scarus psittacus","TRUE"
"945","GBR","Lizard","Scarus","psittacus","TP",23,58,3,0,"00:03:00",19.33333333,"gbr","Scarus psittacus","TRUE"
"946","GBR","Lizard","Scarus","psittacus","TP",21,59,3,0,"00:03:00",19.66666667,"gbr","Scarus psittacus","TRUE"
"947","GBR","Lizard","Scarus","psittacus","TP",22,71,3,0,"00:03:00",23.66666667,"gbr","Scarus psittacus","TRUE"
"948","GBR","Lizard","Scarus","psittacus","TP",23,56,3,1,"00:03:01",18.56353591,"gbr","Scarus psittacus","TRUE"
"949","GBR","Lizard","Scarus","psittacus","IP",14,64,3,3,"00:03:03",20.98360656,"gbr","Scarus psittacus","TRUE"
"950","GBR","Lizard","Scarus","psittacus","TP",24,58,3,1,"00:03:01",19.22651934,"gbr","Scarus psittacus","TRUE"
"951","GBR","Lizard","Scarus","psittacus","TP",21,79,3,9,"00:03:09",25.07936508,"gbr","Scarus psittacus","TRUE"
"952","GBR","Lizard","Scarus","psittacus","TP",23,63,3,2,"00:03:02",20.76923077,"gbr","Scarus psittacus","TRUE"
"953","GBR","Lizard","Scarus","psittacus","IP",4,162,3,7,"00:03:07",51.97860963,"gbr","Scarus psittacus","TRUE"
"954","GBR","Lizard","Scarus","psittacus","IP",7,132,3,1,"00:03:01",43.75690608,"gbr","Scarus psittacus","TRUE"
"955","GBR","Lizard","Scarus","psittacus","TP",22,51,3,3,"00:03:03",16.72131148,"gbr","Scarus psittacus","TRUE"
"956","GBR","Lizard","Scarus","psittacus","IP",20,74,3,0,"00:03:00",24.66666667,"gbr","Scarus psittacus","TRUE"
"957","GBR","Lizard","Scarus","psittacus","TP",21,58,3,5,"00:03:05",18.81081081,"gbr","Scarus psittacus","TRUE"
"958","GBR","Lizard","Scarus","rivulatus","IP",22,123,3,17,"00:03:17",37.46192893,"gbr","Scarus rivulatus","TRUE"
"959","GBR","Lizard","Scarus","rivulatus","TP",22,116,3,3,"00:03:03",38.03278689,"gbr","Scarus rivulatus","TRUE"
"960","GBR","Lizard","Scarus","rivulatus","TP",24,48,3,6,"00:03:06",15.48387097,"gbr","Scarus rivulatus","TRUE"
"961","GBR","Lizard","Scarus","rivulatus","TP",23,79,3,3,"00:03:03",25.90163934,"gbr","Scarus rivulatus","TRUE"
"962","GBR","Lizard","Scarus","rivulatus","TP",32,100,3,8,"00:03:08",31.91489362,"gbr","Scarus rivulatus","TRUE"
"963","GBR","Lizard","Scarus","rivulatus","TP",30,119,3,0,"00:03:00",39.66666667,"gbr","Scarus rivulatus","TRUE"
"964","GBR","Lizard","Scarus","rivulatus","IP",13,163,3,3,"00:03:03",53.44262295,"gbr","Scarus rivulatus","TRUE"
"965","GBR","Lizard","Scarus","rivulatus","IP",17,91,3,0,"00:03:00",30.33333333,"gbr","Scarus rivulatus","TRUE"
"966","GBR","Lizard","Scarus","rivulatus","IP",24,59,3,1,"00:03:01",19.55801105,"gbr","Scarus rivulatus","TRUE"
"967","GBR","Lizard","Scarus","rivulatus","IP",23,98,3,13,"00:03:13",30.46632124,"gbr","Scarus rivulatus","TRUE"
"968","GBR","Lizard","Scarus","rivulatus","IP",11,67,3,4,"00:03:04",21.84782609,"gbr","Scarus rivulatus","TRUE"
"969","GBR","Lizard","Scarus","rivulatus","IP",25,41,3,11,"00:03:11",12.87958115,"gbr","Scarus rivulatus","TRUE"
"970","GBR","Lizard","Scarus","rivulatus","IP",25,41,3,1,"00:03:01",13.59116022,"gbr","Scarus rivulatus","TRUE"
"971","GBR","Lizard","Scarus","rivulatus","IP",27,84,3,0,"00:03:00",28,"gbr","Scarus rivulatus","TRUE"
"972","GBR","Lizard","Scarus","rivulatus","IP",23,71,3,21,"00:03:21",21.19402985,"gbr","Scarus rivulatus","TRUE"
"973","GBR","Lizard","Scarus","rivulatus","TP",27,42,3,10,"00:03:10",13.26315789,"gbr","Scarus rivulatus","TRUE"
"974","GBR","Lizard","Scarus","rivulatus","TP",28,25,3,9,"00:03:09",7.936507937,"gbr","Scarus rivulatus","TRUE"
"975","GBR","Lizard","Scarus","rivulatus","IP",22,68,3,11,"00:03:11",21.36125654,"gbr","Scarus rivulatus","TRUE"
"976","GBR","Lizard","Scarus","rivulatus","IP",25,65,3,28,"00:03:28",18.75,"gbr","Scarus rivulatus","TRUE"
"977","GBR","Lizard","Scarus","rivulatus","TP",30,41,3,5,"00:03:05",13.2972973,"gbr","Scarus rivulatus","TRUE"
"978","GBR","Lizard","Scarus","rivulatus","TP",24,38,3,2,"00:03:02",12.52747253,"gbr","Scarus rivulatus","TRUE"
"979","GBR","Lizard","Scarus","rivulatus","TP",32,49,3,4,"00:03:04",15.97826087,"gbr","Scarus rivulatus","TRUE"
"980","GBR","Lizard","Scarus","rivulatus","IP",21,51,3,3,"00:03:03",16.72131148,"gbr","Scarus rivulatus","TRUE"
"981","GBR","Lizard","Scarus","rivulatus","TP",33,51,3,1,"00:03:01",16.90607735,"gbr","Scarus rivulatus","TRUE"
"982","GBR","Lizard","Scarus","rivulatus","TP",37,67,3,7,"00:03:07",21.4973262,"gbr","Scarus rivulatus","TRUE"
"983","GBR","Lizard","Scarus","rivulatus","IP",26,32,2,58,"00:02:58",10.78651685,"gbr","Scarus rivulatus","TRUE"
"984","GBR","Lizard","Scarus","rivulatus","TP",34,61,3,0,"00:03:00",20.33333333,"gbr","Scarus rivulatus","TRUE"
"985","GBR","Lizard","Scarus","rivulatus","IP",27,37,3,2,"00:03:02",12.1978022,"gbr","Scarus rivulatus","TRUE"
"986","GBR","Lizard","Scarus","rivulatus","TP",32,64,3,8,"00:03:08",20.42553191,"gbr","Scarus rivulatus","TRUE"
"987","GBR","Lizard","Scarus","rivulatus","TP",28,38,3,2,"00:03:02",12.52747253,"gbr","Scarus rivulatus","TRUE"
"988","GBR","Lizard","Scarus","rivulatus","TP",29,89,3,1,"00:03:01",29.50276243,"gbr","Scarus rivulatus","TRUE"
"989","GBR","Lizard","Scarus","rivulatus","IP",19,52,3,6,"00:03:06",16.77419355,"gbr","Scarus rivulatus","TRUE"
"990","GBR","Lizard","Scarus","rivulatus","TP",27,47,3,11,"00:03:11",14.76439791,"gbr","Scarus rivulatus","TRUE"
"991","GBR","Lizard","Scarus","rivulatus","IP",22,58,3,7,"00:03:07",18.60962567,"gbr","Scarus rivulatus","TRUE"
"992","GBR","Lizard","Scarus","rivulatus","IP",23,51,3,8,"00:03:08",16.27659574,"gbr","Scarus rivulatus","TRUE"
"993","GBR","Lizard","Scarus","rivulatus","IP",23,84,3,3,"00:03:03",27.54098361,"gbr","Scarus rivulatus","TRUE"
"994","GBR","Lizard","Scarus","rivulatus","TP",32,34,2,52,"00:02:52",11.86046512,"gbr","Scarus rivulatus","TRUE"
"995","GBR","Lizard","Scarus","rivulatus","IP",30,78,3,11,"00:03:11",24.5026178,"gbr","Scarus rivulatus","TRUE"
"996","GBR","Lizard","Scarus","rivulatus","TP",30,32,3,0,"00:03:00",10.66666667,"gbr","Scarus rivulatus","TRUE"
"997","GBR","Lizard","Scarus","rivulatus","TP",32,75,3,15,"00:03:15",23.07692308,"gbr","Scarus rivulatus","TRUE"
"998","GBR","Lizard","Scarus","rivulatus","IP",19,91,3,2,"00:03:02",30,"gbr","Scarus rivulatus","TRUE"
"999","GBR","Lizard","Scarus","rivulatus","IP",21,82,3,18,"00:03:18",24.84848485,"gbr","Scarus rivulatus","TRUE"
"1000","GBR","Lizard","Scarus","rivulatus","TP",26,46,3,1,"00:03:01",15.24861878,"gbr","Scarus rivulatus","TRUE"
"1001","GBR","Lizard","Scarus","rivulatus","IP",22,82,3,8,"00:03:08",26.17021277,"gbr","Scarus rivulatus","TRUE"
"1002","GBR","Lizard","Scarus","rivulatus","IP",19,62,3,11,"00:03:11",19.47643979,"gbr","Scarus rivulatus","TRUE"
"1003","GBR","Lizard","Scarus","rivulatus","IP",18,101,3,8,"00:03:08",32.23404255,"gbr","Scarus rivulatus","TRUE"
"1004","GBR","Lizard","Scarus","rubroviolaceus","IP",33,48,3,9,"00:03:09",15.23809524,"gbr","Scarus rubroviolaceus","TRUE"
"1005","GBR","Lizard","Scarus","rubroviolaceus","IP",31,63,3,41,"00:03:41",17.1040724,"gbr","Scarus rubroviolaceus","TRUE"
"1006","GBR","Lizard","Scarus","rubroviolaceus","IP",38,27,3,2,"00:03:02",8.901098901,"gbr","Scarus rubroviolaceus","TRUE"
"1007","GBR","Lizard","Scarus","rubroviolaceus","IP",30,58,3,5,"00:03:05",18.81081081,"gbr","Scarus rubroviolaceus","TRUE"
"1008","GBR","Lizard","Scarus","rubroviolaceus","IP",29,61,3,0,"00:03:00",20.33333333,"gbr","Scarus rubroviolaceus","TRUE"
"1009","GBR","Lizard","Scarus","rubroviolaceus","IP",37,26,3,1,"00:03:01",8.61878453,"gbr","Scarus rubroviolaceus","TRUE"
"1010","GBR","Lizard","Scarus","rubroviolaceus","TP",39,39,3,2,"00:03:02",12.85714286,"gbr","Scarus rubroviolaceus","TRUE"
"1011","GBR","Lizard","Scarus","rubroviolaceus","IP",24,46,3,1,"00:03:01",15.24861878,"gbr","Scarus rubroviolaceus","TRUE"
"1012","GBR","Lizard","Scarus","rubroviolaceus","IP",30,38,3,0,"00:03:00",12.66666667,"gbr","Scarus rubroviolaceus","TRUE"
"1013","GBR","Lizard","Scarus","rubroviolaceus","TP",48,17,3,0,"00:03:00",5.666666667,"gbr","Scarus rubroviolaceus","TRUE"
"1014","GBR","Lizard","Scarus","rubroviolaceus","IP",19,67,3,0,"00:03:00",22.33333333,"gbr","Scarus rubroviolaceus","TRUE"
"1015","GBR","Lizard","Scarus","rubroviolaceus","IP",26,44,3,7,"00:03:07",14.11764706,"gbr","Scarus rubroviolaceus","TRUE"
"1016","GBR","Lizard","Scarus","rubroviolaceus","IP",25,47,3,1,"00:03:01",15.5801105,"gbr","Scarus rubroviolaceus","TRUE"
"1017","GBR","Lizard","Scarus","rubroviolaceus","TP",44,23,3,4,"00:03:04",7.5,"gbr","Scarus rubroviolaceus","TRUE"
"1018","GBR","Lizard","Scarus","rubroviolaceus","IP",26,43,3,1,"00:03:01",14.25414365,"gbr","Scarus rubroviolaceus","TRUE"
"1019","GBR","Lizard","Scarus","rubroviolaceus","IP",23,55,3,8,"00:03:08",17.55319149,"gbr","Scarus rubroviolaceus","TRUE"
"1020","GBR","Lizard","Scarus","rubroviolaceus","IP",31,44,3,5,"00:03:05",14.27027027,"gbr","Scarus rubroviolaceus","TRUE"
"1021","GBR","Lizard","Scarus","rubroviolaceus","IP",24,57,3,1,"00:03:01",18.89502762,"gbr","Scarus rubroviolaceus","TRUE"
"1022","GBR","Lizard","Scarus","rubroviolaceus","TP",53,29,3,4,"00:03:04",9.456521739,"gbr","Scarus rubroviolaceus","TRUE"
"1023","GBR","Lizard","Scarus","rubroviolaceus","IP",23,61,3,18,"00:03:18",18.48484848,"gbr","Scarus rubroviolaceus","TRUE"
"1024","GBR","Lizard","Scarus","rubroviolaceus","TP",48,33,3,0,"00:03:00",11,"gbr","Scarus rubroviolaceus","TRUE"
