"","genus","species","phase","location","location2","date","TL","bitelength","bitewidth","bitearea"
"1","Calotomus ","carolinus","TP","North Reef","Lizard, GBR","20/10/2014",32,0,0,0
"2","Calotomus ","carolinus","TP","North Reef","Lizard, GBR","20/10/2014",32,0,0,0
"3","Calotomus ","carolinus","TP","North Reef","Lizard, GBR","20/10/2014",32,0,0,0
"4","Calotomus ","carolinus","TP","North Reef","Lizard, GBR","20/10/2014",32,0,0,0
"5","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",12,0,0,0
"6","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"7","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",13,4.9,2,9.8
"8","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"9","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"10","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"11","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"12","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"13","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"14","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",14,0,0,0
"15","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",19,0,0,0
"16","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",19,0,0,0
"17","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",19,0,0,0
"18","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",19,0,0,0
"19","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",19,6.4,2.9,18.56
"20","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"21","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",25,14.1,5.8,81.78
"22","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",27,0,0,0
"23","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",27,0,0,0
"24","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",32,15.1,6.2,93.62
"25","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","20/10/2014",32,16.4,5.1,83.64
"26","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",35,0,0,0
"27","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",35,0,0,0
"28","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",35,0,0,0
"29","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",35,12.3,3.6,44.28
"30","Cetoscarus","bicolor","IP","Big Vicki's","Lizard, GBR","19/10/2014",35,15.7,5.7,89.49
"31","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",38,19.6,8.7,170.52
"32","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",40,0,0,0
"33","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",40,12.9,4.8,61.92
"34","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",45,0,0,0
"35","Cetoscarus","bicolor","IP","North Reef","Lizard, GBR","21/10/2014",45,32.3,9.5,306.85
"36","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",40,0,0,0
"37","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",40,0,0,0
"38","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",50,31.7,7.5,237.75
"39","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",50,38.9,6.5,252.85
"40","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",55,27.4,14.8,405.52
"41","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","20/10/2014",56,12,10.6,127.2
"42","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",60,27.8,13.3,369.74
"43","Cetoscarus","bicolor","TP","North Reef","Lizard, GBR","21/10/2014",60,31.6,13.4,423.44
"44","Chlorurus","bleekeri","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",17,0,0,0
"45","Chlorurus","bleekeri","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",17,0,0,0
"46","Chlorurus","bleekeri","TP","North Reef","Lizard, GBR","20/10/2014",26,11.9,6.2,73.78
"47","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",15,0,0,0
"48","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",15,0,0,0
"49","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",15,0,0,0
"50","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",15,3.7,1.6,5.92
"51","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"52","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"53","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"54","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"55","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",17,7,3,21
"56","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"57","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",20,7.7,3.8,29.26
"58","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",20,8.5,6,51
"59","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",20,12.4,6.2,76.88
"60","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",23,9.6,5.3,50.88
"61","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"62","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"63","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",24,10.4,3.6,37.44
"64","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",24,13,6.3,81.9
"65","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",24,14.5,7,101.5
"66","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",25,13.1,7.6,99.56
"67","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"68","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",26,11.6,6,69.6
"69","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",27,11.4,5.3,60.42
"70","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",27,13.9,5.8,80.62
"71","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",27,14.3,5.5,78.65
"72","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",28,4.3,4.3,18.49
"73","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",28,7,5.4,37.8
"74","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",28,11.4,6.9,78.66
"75","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",30,11,3.4,37.4
"76","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",30,11.5,6.9,79.35
"77","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",30,11.6,8.5,98.6
"78","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",30,12.6,4,50.4
"79","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",30,19.1,7.4,141.34
"80","Chlorurus","microrhinos","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,12.3,6.1,75.03
"81","Chlorurus","microrhinos","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,13.6,6.5,88.4
"82","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",32,22.8,4.9,111.72
"83","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",32,24.1,5.6,134.96
"84","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",33,0,0,0
"85","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",33,0,0,0
"86","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",33,13.2,10,132
"87","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",33,14.5,7,101.5
"88","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",33,19.1,7.2,137.52
"89","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",33,20.3,11.8,239.54
"90","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",34,18.3,5.1,93.33
"91","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",34,21.5,5.3,113.95
"92","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",35,15.5,6.6,102.3
"93","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",35,15.8,12,189.6
"94","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",35,16.6,8.9,147.74
"95","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",35,19.6,8.1,158.76
"96","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",35,20.9,6.2,129.58
"97","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",35,24.4,7.7,187.88
"98","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",37,22,12.4,272.8
"99","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",37,22,10.6,233.2
"100","Chlorurus","microrhinos","","Big Vicki's","Lizard, GBR","19/10/2014",37,23.8,10.2,242.76
"101","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",38,17.8,8.1,144.18
"102","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",38,17.9,9.7,173.63
"103","Chlorurus","microrhinos","","Osprey","Lizard, GBR","10/10/2014",40,27.6,6.6,182.16
"104","Chlorurus","microrhinos","","Osprey","Lizard, GBR","10/10/2014",40,29,6.4,185.6
"105","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",43,20.7,11.1,229.77
"106","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",44,20.4,10.3,210.12
"107","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",46,16.9,13.1,221.39
"108","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",46,24.7,12.6,311.22
"109","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",47,20.3,8.6,174.58
"110","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",48,21.5,11.7,251.55
"111","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",48,23.8,13.5,321.3
"112","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",48,24.7,7.5,185.25
"113","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",50,21.5,14.6,313.9
"114","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",50,24,11.2,268.8
"115","Chlorurus","microrhinos","","North Reef","Lizard, GBR","20/10/2014",54,27.9,14.9,415.71
"116","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",55,16.8,9.7,162.96
"117","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",55,21.5,10.7,230.05
"118","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",55,23.4,8.9,208.26
"119","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",60,26.6,14.2,377.72
"120","Chlorurus","microrhinos","","North Reef","Lizard, GBR","21/10/2014",60,44.2,14.1,623.22
"121","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",9,4.7,3,14.1
"122","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"123","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"124","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"125","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"126","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"127","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"128","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",10,0,0,0
"129","Chlorurus","sordidus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",11,0,0,0
"130","Chlorurus","sordidus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",11,0,0,0
"131","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","18/10/2014",11,0,0,0
"132","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","18/10/2014",11,0,0,0
"133","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","18/10/2014",11,0,0,0
"134","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","18/10/2014",11,0,0,0
"135","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","18/10/2014",11,0,0,0
"136","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",11,7,3.7,25.9
"137","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",12,0,0,0
"138","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",12,0,0,0
"139","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",12,0,0,0
"140","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",12,0,0,0
"141","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",12,0,0,0
"142","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"143","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,6.8,3.5,23.8
"144","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",12,8.8,3.4,29.92
"145","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",13,0,0,0
"146","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",13,0,0,0
"147","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",13,7.3,3.8,27.74
"148","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"149","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"150","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"151","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"152","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"153","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"154","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"155","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"156","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"157","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,0,0,0
"158","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",14,4,1.8,7.2
"159","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",14,5.3,2,10.6
"160","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",15,0,0,0
"161","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",15,0,0,0
"162","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",15,0,0,0
"163","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",15,0,0,0
"164","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",15,0,0,0
"165","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",15,0,0,0
"166","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",15,0,0,0
"167","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",15,0,0,0
"168","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"169","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"170","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"171","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"172","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"173","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"174","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"175","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",16,0,0,0
"176","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"177","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"178","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"179","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"180","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"181","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"182","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"183","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"184","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"185","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"186","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"187","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",17,0,0,0
"188","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",17,8.1,1.9,15.39
"189","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",17,9.4,3.1,29.14
"190","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",18,0,0,0
"191","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",18,0,0,0
"192","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",18,0,0,0
"193","Chlorurus","sordidus","IP","Osprey","Lizard, GBR","10/10/2014",18,0,0,0
"194","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",18,0,0,0
"195","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",18,0,0,0
"196","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",18,0,0,0
"197","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","20/10/2014",18,0,0,0
"198","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","20/10/2014",18,0,0,0
"199","Chlorurus","sordidus","IP","North Reef","Lizard, GBR","20/10/2014",18,0,0,0
"200","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",20,7.9,2.9,22.91
"201","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",22,9.6,4.5,43.2
"202","Chlorurus","sordidus","IP","Big Vicki's","Lizard, GBR","19/10/2014",22,10.8,6.8,73.44
"203","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",29,0,0,0
"204","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",29,0,0,0
"205","Chlorurus","sordidus","IP","Back reef behind South","Lizard, GBR","17/10/2014",29,7.3,4,29.2
"206","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",12,0,0,0
"207","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",12,0,0,0
"208","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","19/10/2014",13,0,0,0
"209","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","19/10/2014",13,0,0,0
"210","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","18/10/2014",13,5.3,2.9,15.37
"211","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,0,0,0
"212","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,6.2,2.6,16.12
"213","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","19/10/2014",17,9.2,4.8,44.16
"214","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","19/10/2014",17,9.5,4,38
"215","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",18,6.5,2,13
"216","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",18,6.5,2,13
"217","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","18/10/2014",18,8.8,3.6,31.68
"218","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",18,0,0,0
"219","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",18,0,0,0
"220","Chlorurus","sordidus","TP","Big Vicki's","Lizard, GBR","19/10/2014",19,12.1,3.7,44.77
"221","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"222","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"223","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"224","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",20,8.8,3.9,34.32
"225","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",20,11,4.7,51.7
"226","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",20,12.6,3.8,47.88
"227","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",22,0,0,0
"228","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",22,7.5,3.9,29.25
"229","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",22,15.1,4.6,69.46
"230","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"231","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"232","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"233","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"234","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"235","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"236","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",23,9.8,3.9,38.22
"237","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,11.3,4.5,50.85
"238","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,12.2,4.8,58.56
"239","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,12.7,5.2,66.04
"240","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",23,14.1,4.5,63.45
"241","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","21/10/2014",24,9.8,3.7,36.26
"242","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",25,9.1,5.7,51.87
"243","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",25,11.2,3.7,41.44
"244","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",27,12.5,7.3,91.25
"245","Chlorurus","sordidus","TP","North Reef","Lizard, GBR","20/10/2014",27,14.7,7.5,110.25
"246","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"247","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"248","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"249","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"250","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"251","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"252","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"253","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"254","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"255","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"256","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"257","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"258","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"259","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"260","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"261","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"262","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"263","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"264","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"265","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,14.6,3.7,54.02
"266","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"267","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"268","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"269","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"270","Scarus","altipinnus","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"271","Scarus","altipinnus","IP","North Reef","Lizard, GBR","21/10/2014",35,0,0,0
"272","Scarus","altipinnus","IP","North Reef","Lizard, GBR","21/10/2014",35,0,0,0
"273","Scarus","altipinnus","IP","North Reef","Lizard, GBR","21/10/2014",35,0,0,0
"274","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"275","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"276","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"277","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
