"","genus","species","phase","location","location2","date","TL","bitelength","bitewidth","bitearea"
"565","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"566","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"567","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"568","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"569","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"570","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"571","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"572","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"573","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"574","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"575","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"576","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"577","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"578","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"579","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"580","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"581","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"582","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"583","Scarus","globiceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",18,10,2.7,27
"584","Scarus","globiceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"585","Scarus","globiceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"586","Scarus","globiceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"587","Scarus","globiceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"588","Scarus","globiceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"589","Scarus","globiceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"590","Scarus","globiceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",20,8,3.3,26.4
"591","Scarus","globiceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",20,10,4,40
"592","Scarus","globiceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"593","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"594","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"595","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"596","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"597","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"598","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"599","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"600","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"601","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"602","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"603","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"604","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"605","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"606","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"607","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"608","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"609","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"610","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"611","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"612","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"613","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"614","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"615","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"616","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"617","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"618","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"619","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"620","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"621","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"622","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"623","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"624","Scarus","globiceps","TP","Big Vicki's","Lizard, GBR","19/10/2014",22,0,0,0
"625","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"626","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"627","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"628","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"629","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"630","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"631","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"632","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"633","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"634","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"635","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"636","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"637","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"638","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"639","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"640","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"641","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"642","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"643","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"644","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"645","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"646","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"647","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"648","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"649","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"650","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"651","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"652","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"653","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"654","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"655","Scarus","globiceps","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"656","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",10,0,0,0
"657","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",10,0,0,0
"658","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",10,0,0,0
"659","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",12,0,0,0
"660","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",12,0,0,0
"661","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",12,0,0,0
"662","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",12,0,0,0
"663","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",12,0,0,0
"664","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"665","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"666","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"667","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"668","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"669","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"670","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"671","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"672","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"673","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",16,8.7,2,17.4
"674","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"675","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"676","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"677","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",17,6.5,2.7,17.55
"678","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",18,0,0,0
"679","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",18,0,0,0
"680","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",18,0,0,0
"681","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",18,0,0,0
"682","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",18,0,0,0
"683","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",18,0,0,0
"684","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",18,0,0,0
"685","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",19,10.5,3.5,36.75
"686","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"687","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"688","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"689","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,10.2,4.8,48.96
"690","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",22,0,0,0
"691","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",22,0,0,0
"692","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",22,0,0,0
"693","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",22,6,2.8,16.8
"694","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"695","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"696","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"697","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"698","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"699","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"700","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"701","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"702","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"703","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"704","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",23,0,0,0
"705","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"706","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"707","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"708","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"709","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"710","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"711","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"712","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"713","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"714","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"715","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"716","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"717","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"718","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",23,8.8,2.5,22
"719","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"720","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"721","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"722","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"723","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"724","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"725","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"726","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,9.2,3.7,34.04
"727","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,11.1,1.4,15.54
"728","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"729","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"730","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"731","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"732","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"733","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"734","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"735","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"736","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"737","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"738","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"739","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"740","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"741","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"742","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"743","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"744","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"745","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"746","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"747","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",24,12.3,2.8,34.44
"748","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",25,0,0,0
"749","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",25,0,0,0
"750","Scarus","niger","","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",25,0,0,0
"751","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",25,0,0,0
"752","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",25,0,0,0
"753","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",25,0,0,0
"754","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",26,12.5,3.5,43.75
"755","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",26,14.1,2.9,40.89
"756","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"757","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"758","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",27,9.2,4.1,37.72
"759","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",27,17.5,2.6,45.5
"760","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,0,0,0
"761","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,0,0,0
"762","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,0,0,0
"763","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,0,0,0
"764","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,0,0,0
"765","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,0,0,0
"766","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,0,0,0
"767","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,0,0,0
"768","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,0,0,0
"769","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,0,0,0
"770","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,0,0,0
"771","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,0,0,0
"772","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",28,0,0,0
"773","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",28,0,0,0
"774","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",28,0,0,0
"775","Scarus","niger","","Lagoon entrance","Lizard, GBR","17/10/2014",28,12,2,24
"776","Scarus","niger","","Big Vicki's","Lizard, GBR","18/10/2014",28,13.7,4.8,65.76
"777","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",28,13.7,3,41.1
"778","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",28,14.8,2.9,42.92
"779","Scarus","niger","","Big Vicki's","Lizard, GBR","19/10/2014",28,15.3,3,45.9
"780","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"781","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"782","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"783","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"784","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"785","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"786","Scarus","niger","","North Reef","Lizard, GBR","21/10/2014",28,15.4,1.9,29.26
"787","Scarus","niger","","North Reef","Lizard, GBR","20/10/2014",30,18.1,3.9,70.59
"788","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"789","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",17,0,0,0
"790","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",17,0,0,0
"791","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",17,0,0,0
"792","Scarus","oviceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",17,6.9,2.9,20.01
"793","Scarus","oviceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",17,7.4,3,22.2
"794","Scarus","oviceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",17,7.8,2.9,22.62
"795","Scarus","oviceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",17,8,3,24
"796","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"797","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"798","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"799","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"800","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"801","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","18/10/2014",21,0,0,0
"802","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","18/10/2014",21,0,0,0
"803","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","18/10/2014",21,0,0,0
"804","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","18/10/2014",21,0,0,0
"805","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","18/10/2014",21,9.2,3.8,34.96
"806","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"807","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"808","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"809","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"810","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"811","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"812","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"813","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"814","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"815","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"816","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",22,0,0,0
"817","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",22,0,0,0
"818","Scarus","oviceps","IP","North Reef","Lizard, GBR","20/10/2014",22,10.6,2.6,27.56
"819","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",22,12,2.6,31.2
"820","Scarus","oviceps","IP","Back reef behind South","Lizard, GBR","17/10/2014",22,13.9,2.9,40.31
"821","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"822","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"823","Scarus","oviceps","IP","Osprey","Lizard, GBR","10/10/2014",23,9.2,4.4,40.48
"824","Scarus","oviceps","IP","Big Vicki's","Lizard, GBR","19/10/2014",23,13.4,1.9,25.46
"825","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"826","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"827","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"828","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"829","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"830","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"831","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"832","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"833","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"834","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"835","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"836","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"837","Scarus","oviceps","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",24,0,0,0
"838","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"839","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"840","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"841","Scarus","oviceps","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
