site.name,camera,part,grazable cov,min.surveyed,seg,fish.id,time.entry,family,species,life.phase,size.tl,size.SL,function,total.bites,surveyor,exit.time
uch1,1,2,50,24,9 to 12,60,0:09:30,sca,sniger,tp,22,,scra.sma.exc,10,Sonia,not recorded
uch1,1,2,50,24,15 to 18,61,0:15:14,aca,cstriatus,na,12,,gra.det,14,Sonia,not recorded
uch1,1,2,50,24,15 to 18,62,0:17:02,aca,cstriatus,na,12,,gra.det,13,Sonia,not recorded
uch1,2,1,90,24,31 to 34,1,0:31:04,sca,csordidus,tp,14,,scra.sma.exc,5,Rob,not recorded
uch1,2,1,90,24,31 to 34,2,0:31:12,aca,cstriatus,na,7,,gra.det,7,Rob,not recorded
uch1,2,1,90,24,31 to 34,3,0:31:26,aca,cstriatus,na,7,,gra.det,14,Rob,not recorded
uch1,2,1,90,24,31 to 34,4,0:31:40,aca,cstriatus,na,10,,gra.det,17,Rob,not recorded
uch1,2,1,90,24,31 to 34,5,0:31:47,aca,cstriatus,na,11,,gra.det,22,Rob,not recorded
uch1,2,1,90,24,31 to 34,6,0:31:50,aca,cstriatus,na,8,,gra.det,8,Rob,not recorded
uch1,2,1,90,24,31 to 34,7,0:32:05,aca,anigrofuscus,na,6,,gra.det,71,Rob,not recorded
uch1,2,1,90,24,31 to 34,8,0:32:10,aca,cstriatus,na,8,,gra.det,51,Rob,not recorded
uch1,2,1,90,24,31 to 34,9,0:32:16,aca,cstriatus,na,9,,gra.det,5,Rob,not recorded
uch1,2,1,90,24,31 to 34,10,0:32:16,aca,cstriatus,na,7,,gra.det,44,Rob,not recorded
uch1,2,1,90,24,31 to 34,11,0:32:25,aca,anigrofuscus,na,5,,gra.det,4,Rob,not recorded
uch1,2,1,90,24,31 to 34,12,0:32:55,aca,cstriatus,na,7,,gra.det,4,Rob,not recorded
uch1,2,1,90,24,31 to 34,13,0:33:15,aca,cstriatus,na,7,,gra.det,22,Rob,not recorded
uch1,2,1,90,24,31 to 34,14,0:33:32,aca,cstriatus,na,7,,gra.det,6,Rob,not recorded
uch1,2,1,90,24,31 to 34,15,0:33:42,aca,nlituratus,na,8,,browser,10,Rob,not recorded
uch1,2,1,90,24,31 to 34,16,0:33:45,aca,cstriatus,na,8,,gra.det,1,Rob,not recorded
uch1,2,1,90,24,31 to 34,17,0:33:46,aca,cstriatus,na,8,,gra.det,18,Rob,not recorded
uch1,2,1,90,24,37 to 40,18,0:37:03,aca,cstriatus,na,7,,gra.det,19,Rob,not recorded
uch1,2,1,90,24,37 to 40,19,0:38:06,aca,cstriatus,na,6,,gra.det,11,Rob,not recorded
uch1,2,1,90,24,37 to 40,20,0:38:19,aca,cstriatus,na,7,,gra.det,19,Rob,not recorded
uch1,2,1,90,24,37 to 40,21,0:38:46,aca,cstriatus,na,7,,gra.det,35,Rob,not recorded
uch1,2,1,90,24,37 to 40,22,0:39:35,aca,cstriatus,na,8,,gra.det,9,Rob,not recorded
uch1,2,1,90,24,37 to 40,23,0:39:39,aca,cstriatus,na,8,,gra.det,14,Rob,not recorded
uch1,2,1,90,24,37 to 40,24,0:39:43,aca,cstriatus,na,7,,gra.det,5,Rob,not recorded
uch1,2,1,90,24,37 to 40,25,0:39:44,aca,cstriatus,na,8,,gra.det,14,Rob,not recorded
uch1,2,1,90,24,37 to 40,26,0:39:58,aca,cstriatus,na,9,,gra.det,2,Rob,not recorded
uch1,2,2,90,24,0 to 3,27,0:00:03,aca,cstriatus,na,8,,gra.det,5,Rob,not recorded
uch1,2,2,90,24,0 to 3,28,0:00:15,aca,cstriatus,na,10,,gra.det,14,Rob,not recorded
uch1,2,2,90,24,0 to 3,29,0:00:26,aca,cstriatus,na,8,,gra.det,4,Rob,not recorded
uch1,2,2,90,24,0 to 3,30,0:00:49,aca,cstriatus,na,9,,gra.det,1,Rob,not recorded
uch1,2,2,90,24,0 to 3,31,0:01:17,aca,cstriatus,na,10,,gra.det,2,Rob,not recorded
uch1,2,2,90,24,0 to 3,32,0:01:41,aca,cstriatus,na,8,,gra.det,13,Rob,not recorded
uch1,2,2,90,24,0 to 3,33,0:01:45,aca,cstriatus,na,7,,gra.det,2,Rob,not recorded
uch1,2,2,90,24,0 to 3,34,0:01:54,aca,cstriatus,na,8,,gra.det,8,Rob,not recorded
uch1,2,2,90,24,0 to 3,35,0:02:20,aca,cstriatus,na,8,,gra.det,7,Rob,not recorded
uch1,2,2,90,24,0 to 3,36,0:02:43,aca,cstriatus,na,8,,gra.det,4,Rob,not recorded
uch1,2,2,90,24,6 to 9,37,0:06:05,aca,cstriatus,na,8,,gra.det,3,Rob,not recorded
uch1,2,2,90,24,6 to 9,38,0:06:40,aca,cstriatus,na,8,,gra.det,20,Rob,not recorded
uch1,2,2,90,24,6 to 9,39,0:06:44,aca,anigrofuscus,na,6,,gra.det,31,Rob,not recorded
uch1,2,2,90,24,6 to 9,40,0:06:56,aca,cstriatus,na,9,,gra.det,52,Rob,not recorded
uch1,2,2,90,24,6 to 9,41,0:06:57,aca,cstriatus,na,9,,gra.det,13,Rob,not recorded
uch1,2,2,90,24,6 to 9,42,0:06:49,aca,anigrofuscus,na,6,,gra.det,30,Rob,not recorded
uch1,2,2,90,24,6 to 9,43,0:07:14,aca,anigrofuscus,na,7,,gra.det,58,Rob,not recorded
uch1,2,2,90,24,6 to 9,44,0:07:28,aca,cstriatus,na,8,,gra.det,7,Rob,not recorded
uch1,2,2,90,24,6 to 9,45,0:07:34,aca,cstriatus,na,8,,gra.det,29,Rob,not recorded
uch1,2,2,90,24,6 to 9,46,0:08:36,sca,schameleon,IP,17,,scra.sma.exc,11,Rob,not recorded
uch1,2,2,90,24,6 to 9,47,0:08:37,aca,anigrofuscus,na,7,,gra.det,2,Rob,not recorded
uch1,2,2,90,24,6 to 9,48,0:08:37,aca,anigrofuscus,na,6,,gra.det,17,Rob,not recorded
uch1,2,2,90,24,6 to 9,49,0:08:49,aca,cstriatus,na,8,,gra.det,1,Rob,not recorded
uch1,2,2,90,24,6 to 9,50,0:08:54,aca,cstriatus,na,7,,gra.det,6,Rob,not recorded
uch1,2,2,90,24,6 to 9,51,0:08:57,aca,cstriatus,na,9,,gra.det,5,Rob,not recorded
uch1,2,2,90,24,12 to 15,52,0:12:00,aca,cstriatus,na,8,,gra.det,1,Rob,not recorded
uch1,2,2,90,24,12 to 15,53,0:13:02,aca,cstriatus,na,9,,gra.det,20,Rob,not recorded
uch1,2,2,90,24,12 to 15,54,0:13:33,aca,cstriatus,na,9,,gra.det,10,Rob,not recorded
uch1,2,2,90,24,12 to 15,55,0:13:31,aca,cstriatus,na,8,,gra.det,27,Rob,not recorded
uch1,2,2,90,24,12 to 15,56,0:13:48,aca,cstriatus,na,8,,gra.det,1,Rob,not recorded
uch1,2,2,90,24,12 to 15,57,0:14:46,aca,cstriatus,na,9,,gra.det,7,Rob,not recorded
uch1,2,2,90,24,18 to 21,58,0:20:38,aca,cstriatus,na,9,,gra.det,14,Rob,not recorded
uch1,2,2,90,24,18 to 21,59,0:20:42,aca,cstriatus,na,9,,gra.det,9,Rob,not recorded
uch1,2,2,90,24,18 to 21,60,0:20:47,aca,anigrofuscus,na,6,,gra.det,4,Rob,not recorded
uch1,2,2,90,24,24 to 27,61,0:24:00,aca,cstriatus,na,9,,gra.det,16,Rob,not recorded
uch1,2,2,90,24,24 to 27,62,0:24:00,aca,anigrofuscus,na,6,,gra.det,58,Rob,not recorded
uch1,2,2,90,24,24 to 27,63,0:24:06,aca,cstriatus,na,8,,gra.det,18,Rob,not recorded
uch1,2,2,90,24,24 to 27,64,0:24:16,aca,cstriatus,na,8,,gra.det,38,Rob,not recorded
uch1,2,2,90,24,24 to 27,65,0:25:07,aca,cstriatus,na,8,,gra.det,7,Rob,not recorded
uch1,2,2,90,24,24 to 27,66,0:26:05,aca,cstriatus,na,8,,gra.det,55,Rob,not recorded
uch1,2,2,90,24,30 to 33,67,0:30:28,aca,cstriatus,na,9,,gra.det,25,Rob,not recorded
uch1,2,2,90,24,30 to 33,68,0:31:54,aca,cstriatus,na,7,,gra.det,5,Rob,not recorded
uch1,2,2,90,24,30 to 33,69,0:32:05,aca,cstriatus,na,7,,gra.det,12,Rob,not recorded
uch1,2,2,90,24,30 to 33,70,0:32:11,aca,cstriatus,na,8,,gra.det,50,Rob,not recorded
uch1,2,2,90,24,30 to 33,71,0:32:31,aca,cstriatus,na,7,,gra.det,8,Rob,not recorded
uch1,3,1,62,24,30 to 33,1,0:30:13,aca,cstriatus,na,12,,gra.det,25,Sonia,not recorded
uch1,3,1,62,24,30 to 33,2,0:30:38,aca,cstriatus,na,13,,gra.det,16,Sonia,not recorded
uch1,3,1,62,24,30 to 33,3,0:31:54,aca,cstriatus,na,13,,gra.det,2,Sonia,not recorded
uch1,3,1,62,24,30 to 33,4,0:32:04,aca,anigrofuscus,na,10,,gra.det,32,Sonia,not recorded
uch1,3,1,62,24,30 to 33,5,0:34:35,aca,cstriatus,na,13,,gra.det,2,Sonia,not recorded
uch1,3,1,62,24,36 to 39,6,0:36:39,aca,cstriatus,na,12,,gra.det,31,Sonia,not recorded
uch1,3,1,62,24,36 to 39,7,0:36:51,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
uch1,3,1,62,24,36 to 39,8,0:37:50,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
uch1,3,1,62,24,36 to 39,9,0:38:37,aca,cstriatus,na,12,,gra.det,8,Sonia,not recorded
uch1,3,2,62,24,0 to 3,10,0:00:00,aca,cstriatus,na,12,,gra.det,8,Sonia,not recorded
uch1,3,2,62,24,0 to 3,11,0:30:00,aca,cstriatus,na,12,,gra.det,9,Sonia,not recorded
uch1,3,2,62,24,0 to 3,12,0:02:15,aca,cstriatus,na,12,,gra.det,34,Sonia,not recorded
uch1,3,2,62,24,0 to 3,13,0:02:22,sca,csordidus,IP,14,,scra.sma.exc,2,Sonia,not recorded
uch1,3,2,62,24,6 to 9,14,0:06:00,aca,cstriatus,na,13,,gra.det,45,Sonia,not recorded
uch1,3,2,62,24,6 to 9,15,0:06:36,aca,cstriatus,na,12,,gra.det,16,Sonia,not recorded
uch1,3,2,62,24,6 to 9,16,0:07:12,aca,anigrofuscus,na,10,,gra.det,12,Sonia,not recorded
uch1,3,2,62,24,6 to 9,17,0:07:40,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
uch1,3,2,62,24,6 to 9,18,0:08:22,aca,cstriatus,na,13,,gra.det,38,Sonia,not recorded
uch1,3,2,62,24,6 to 9,19,0:08:39,aca,cstriatus,na,12,,gra.det,12,Sonia,not recorded
uch1,3,2,62,24,12 to 15,20,0:12:55,sca,csordidus,TP,22,,scra.sma.exc,4,Sonia,not recorded
uch1,3,2,62,24,12 to 15,21,0:13:02,aca,cstriatus,na,12,,gra.det,14,Sonia,not recorded
uch1,3,2,62,24,12 to 15,22,0:13:38,sca,sspinus,TP,20,,scra.sma.exc,42,Sonia,not recorded
uch1,3,2,62,24,12 to 15,23,0:13:51,aca,cstriatus,na,12,,gra.det,14,Sonia,not recorded
uch1,3,2,62,24,18 to 21,24,0:18:00,aca,cstriatus,na,12,,gra.det,40,Sonia,not recorded
uch1,3,2,62,24,18 to 21,25,0:19:09,sca,sspinus,TP,20,,scra.sma.exc,17,Sonia,not recorded
uch1,3,2,62,24,18 to 21,26,0:20:00,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
uch1,3,2,62,24,18 to 21,27,0:20:07,sca,sforsteni,IP,17,,scra.sma.exc,13,Sonia,not recorded
uch1,3,2,62,24,18 to 21,28,0:20:32,sca,sforsteni,IP,17,,scra.sma.exc,9,Sonia,not recorded
uch1,3,2,62,24,18 to 21,29,0:20:32,aca,cstriatus,na,13,,gra.det,13,Sonia,not recorded
uch1,3,2,62,24,24 to 27,30,0:24:39,sca,schameleon,TP,20,,scra.sma.exc,5,Sonia,not recorded
uch1,3,2,62,24,24 to 27,31,0:24:47,aca,cstriatus,na,12,,gra.det,31,Sonia,not recorded
uch1,3,2,62,24,24 to 27,32,0:26:56,aca,cstriatus,na,12,,gra.det,6,Sonia,not recorded
uch1,3,2,62,24,30 to 33,33,0:31:03,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
uch1,3,2,62,24,30 to 33,34,0:31:04,aca,cstriatus,na,13,,gra.det,77,Sonia,not recorded
uch1,3,2,62,24,30 to 33,35,0:31:23,aca,cstriatus,na,11,,gra.det,7,Sonia,not recorded
uch1,3,2,62,24,30 to 33,36,0:32:22,aca,cstriatus,na,13,,gra.det,4,Sonia,not recorded
uch1,4,1,94,24,21 to 24,1,0:21:00,aca,cstriatus,na,12,,gra.det,1,sonia,0:21:05
uch1,4,1,94,24,21 to 24,2,0:21:15,aca,anigrofuscus,na,12,,gra.det,149,sonia,0:22:22
uch1,4,1,94,24,21 to 24,3,0:22:38,aca,cstriatus,na,12,,gra.det,7,sonia,0:22:47
uch1,4,1,94,24,27 to 30,4,0:27:00,aca,anigrofuscus,na,12,,gra.det,11,sonia,0:27:04
uch1,4,1,94,24,27 to 30,5,0:27:00,aca,cstriatus,na,11,,gra.det,11,sonia,0:27:09
uch1,4,1,94,24,33 to 36,6,0:33:00,aca,anigrofuscus,na,11,,gra.det,59,sonia,0:33:35
uch1,4,1,94,24,33 to 36,7,0:33:49,aca,anigrofuscus,na,11,,gra.det,1,sonia,0:33:52
uch1,4,1,94,24,33 to 36,8,0:34:28,aca,anigrofuscus,na,11,,gra.det,110,sonia,0:35:33
uch1,4,1,94,24,33 to 36,9,0:34:51,aca,anigricans,na,11,,gra.det,7,sonia,0:35:01
uch1,4,1,94,24,33 to 36,10,0:34:51,aca,anigricans,na,11,,gra.det,17,sonia,0:36:31
uch1,4,1,94,24,33 to 36,11,0:34:51,aca,anigrofuscus,na,11,,gra.det,22,sonia,0:37:14
uch1,4,1,94,24,39 to 42,12,0:39:00,aca,anigricans,na,11,,gra.det,11,sonia,0:39:08
uch1,4,1,94,24,39 to 42,13,0:39:06,aca,anigrofuscus,na,10,,gra.det,14,sonia,0:39:18
uch1,4,1,94,24,39 to 42,14,0:39:51,aca,anigricans,na,10,,gra.det,19,sonia,0:40:05
uch1,4,1,94,24,39 to 42,15,0:39:54,aca,anigrofuscus,na,11,,gra.det,137,sonia,0:41:04
uch1,4,2,94,24,3 to 6,16,0:03:00,aca,cstriatus,na,13,,gra.det,21,sonia,0:03:24
uch1,4,2,94,24,3 to 6,17,0:03:00,sca,csordidus,IP,12,,scra.sma.exc,10,sonia,0:03:04
uch1,4,2,94,24,3 to 6,18,0:03:12,aca,anigrofuscus,na,11,,gra.det,51,sonia,0:03:38
uch1,4,2,94,24,3 to 6,19,0:03:18,aca,anigricans,na,11,,gra.det,6,sonia,0:03:23
uch1,4,2,94,24,3 to 6,20,0:04:03,aca,anigrofuscus,na,11,,gra.det,18,sonia,0:04:16
uch1,4,2,94,24,3 to 6,21,0:04:12,aca,anigricans,na,10,,gra.det,7,sonia,0:04:20
uch1,4,2,94,24,3 to 6,22,0:04:57,aca,anigrofuscus,na,11,,gra.det,6,sonia,0:05:06
uch1,4,2,94,24,3 to 6,23,0:04:57,aca,anigrofuscus,na,11,,gra.det,3,sonia,0:05:03
uch1,4,2,94,24,3 to 6,24,0:05:34,aca,anigrofuscus,na,11,,gra.det,49,sonia,0:06:09
uch1,4,2,94,24,3 to 6,25,0:05:53,aca,anigricans,na,11,,gra.det,3,sonia,0:06:02
uch1,4,2,94,24,9 to 12,26,0:09:04,aca,cstriatus,na,12,,gra.det,15,sonia,0:09:18
uch1,4,2,94,24,9 to 12,27,0:09:37,aca,cstriatus,na,13,,gra.det,8,sonia,0:09:47
uch1,4,2,94,24,9 to 12,28,0:09:36,aca,anigrofuscus,na,11,,gra.det,18,sonia,0:09:48
uch1,4,2,94,24,9 to 12,29,0:10:19,aca,anigricans,na,11,,gra.det,6,sonia,0:10:26
uch1,4,2,94,24,15 to 18,30,0:15:00,aca,anigricans,na,11,,gra.det,25,sonia,0:15:15
uch1,4,2,94,24,15 to 18,31,0:15:10,aca,cstriatus,na,13,,gra.det,16,sonia,0:15:27
uch1,4,2,94,24,15 to 18,32,0:15:43,aca,anigricans,na,10,,gra.det,32,sonia,0:15:27
uch1,4,2,94,24,15 to 18,33,0:16:00,aca,cstriatus,na,13,,gra.det,27,sonia,0:16:24
uch1,4,2,94,24,15 to 18,34,0:17:40,aca,cstriatus,na,14,,gra.det,1,sonia,0:17:43
uch1,4,2,94,24,15 to 18,35,0:17:47,aca,anigrofuscus,na,11,,gra.det,22,sonia,0:18:06
uch1,4,2,94,24,21 to 24,36,0:21:02,aca,cstriatus,na,13,,gra.det,18,sonia,0:21:19
uch1,4,2,94,24,21 to 24,37,0:21:32,aca,cstriatus,na,13,,gra.det,19,sonia,0:21:45
uch1,4,2,94,24,21 to 24,38,0:21:35,aca,anigrofuscus,na,11,,gra.det,7,sonia,0:21:41
uch1,4,2,94,24,21 to 24,39,0:21:55,aca,anigrofuscus,na,11,,gra.det,37,sonia,0:22:12
uch1,4,2,94,24,21 to 24,40,0:21:56,aca,cstriatus,na,13,,gra.det,35,sonia,0:22:18
uch1,4,2,94,24,21 to 24,41,0:21:57,aca,cstriatus,na,13,,gra.det,36,sonia,0:22:21
uch1,5,1,91,24,22 to 25,1,0:22:09,aca,anigrofuscus,na,11,,gra.det,4,sonia,0:22:16
uch1,5,1,91,24,28 to 31,2,0:29:18,sca,sschlegeli,IP,13,,scra.sma.exc,3,sonia,0:29:21
uch1,5,1,91,24,28 to 31,3,0:30:26,sca,sschlegeli,IP,13,,scra.sma.exc,26,sonia,0:30:45
uch1,5,1,91,24,34 to 37,4,0:34:28,sca,csordidus,IP,12,,scra.sma.exc,55,sonia,0:35:45
uch1,5,1,91,24,34 to 37,5,0:34:31,aca,cstriatus,na,14,,gra.det,18,sonia,0:34:46
uch1,5,1,91,24,34 to 37,6,0:34:37,sca,csordidus,IP,13,,scra.sma.exc,36,sonia,0:35:37
uch1,5,1,91,24,34 to 37,7,0:34:52,aca,anigricans,na,10,,gra.det,16,sonia,0:35:06
uch1,5,1,91,24,34 to 37,8,0:35:03,aca,cstriatus,na,14,,gra.det,69,sonia,0:35:52
uch1,5,1,91,24,34 to 37,9,0:35:03,aca,anigrofuscus,na,10,,gra.det,61,sonia,0:35:41
uch1,5,1,91,24,34 to 37,10,0:36:24,aca,cstriatus,na,14,,gra.det,37,sonia,0:36:51
uch1,5,1,91,24,40 to 43,11,0:41:21,aca,anigrofuscus,na,11,,gra.det,26,sonia,0:41:40
uch1,5,1,91,24,40 to 43,12,0:42:15,aca,anigricans,na,11,,gra.det,34,sonia,0:42:40
uch1,5,1,91,24,40 to 43,13,0:42:55,sca,csordidus,IP,15,,scra.sma.exc,4,sonia,0:43:20
uch1,5,1,91,24,40 to 43,14,0:42:57,sca,csordidus,IP,15,,scra.sma.exc,3,sonia,0:43:33
uch1,5,2,91,24,3 to 6,15,0:03:00,sca,csordidus,IP,15,,scra.sma.exc,7,sonia,0:03:10
uch1,5,2,91,24,3 to 6,16,0:03:00,sca,csordidus,IP,15,,scra.sma.exc,9,sonia,0:03:10
uch1,5,2,91,24,3 to 6,17,0:03:00,sca,sschlegeli,IP,14,,scra.sma.exc,14,sonia,0:03:16
uch1,5,2,91,24,3 to 6,18,0:03:00,aca,anigrofuscus,na,13,,gra.det,30,sonia,0:03:23
uch1,5,2,91,24,3 to 6,19,0:03:00,sca,csordidus,IP,12,,scra.sma.exc,7,sonia,0:03:10
uch1,5,2,91,24,3 to 6,20,0:03:25,sca,csordidus,IP,12,,scra.sma.exc,4,sonia,0:03:30
uch1,5,2,91,24,3 to 6,21,0:03:28,aca,anigrofuscus,na,10,,gra.det,6,sonia,0:03:33
uch1,5,2,91,24,3 to 6,22,0:03:54,aca,cstriatus,na,13,,gra.det,40,sonia,0:04:33
uch1,5,2,91,24,9 to 12,23,0:09:46,sca,csordidus,IP,12,,scra.sma.exc,5,sonia,0:09:58
uch1,5,2,91,24,9 to 12,24,0:09:46,sca,csordidus,IP,14,,scra.sma.exc,8,sonia,0:10:01
uch1,5,2,91,24,9 to 12,25,0:11:16,sca,sschlegeli,IP,14,,scra.sma.exc,18,sonia,0:11:32
uch1,5,2,91,24,9 to 12,26,0:11:26,sca,csordidus,IP,11,,scra.sma.exc,4,sonia,0:11:36
uch1,5,2,91,24,9 to 12,27,0:11:24,sca,csordidus,IP,12,,scra.sma.exc,7,sonia,0:11:33
uch1,5,2,91,24,9 to 12,28,0:11:41,sca,sschlegeli,IP,9,,scra.sma.exc,20,sonia,0:11:53
uch1,5,2,91,24,15 to 18,29,0:16:05,aca,cstriatus,na,13,,gra.det,95,sonia,0:17:41
uch1,5,2,91,24,15 to 18,30,0:17:22,sca,csordidus,IP,12,,scra.sma.exc,10,sonia,0:17:31
uch1,5,2,91,24,15 to 18,31,0:17:25,sca,csordidus,IP,15,,scra.sma.exc,36,sonia,0:18:11
uch1,5,2,91,24,21 to 24,32,0:23:23,aca,cstriatus,na,14,,gra.det,12,sonia,0:23:33
uch2,1,2,90,24,4 to 7,1,0:05:16,aca,cstriatus,na,13,,gra.det,26,Sonia,not recorded
uch2,1,2,90,24,4 to 7,2,0:05:14,aca,cstriatus,na,14,,gra.det,13,Sonia,not recorded
uch2,1,2,90,24,4 to 7,3,0:05:23,aca,cstriatus,na,15,,gra.det,11,Sonia,not recorded
uch2,1,2,90,24,4 to 7,4,0:06:08,aca,cstriatus,na,13,,gra.det,5,Sonia,not recorded
uch2,1,2,90,24,10 to 13,5,0:10:00,aca,cstriatus,na,23,,gra.det,7,Sonia,not recorded
uch2,1,2,90,24,10 to 13,6,0:11:17,aca,cstriatus,na,13,,gra.det,7,Sonia,not recorded
uch2,1,2,90,24,16 to 19,7,0:16:00,sca,csordidus,tp,23,,scra.sma.exc,17,Sonia,not recorded
uch2,1,2,90,24,16 to 19,8,0:17:36,sca,sniger,tp,25,,scra.sma.exc,16,Sonia,not recorded
uch2,1,2,90,24,16 to 19,9,0:17:46,sca,csordidus,tp,23,,scra.sma.exc,7,Sonia,not recorded
uch2,1,2,90,24,16 to 19,10,0:18:03,sca,sforsteni,tp,30,,scra.sma.exc,4,Sonia,not recorded
uch2,1,2,90,24,22 to 25,11,0:23:40,aca,cstriatus,na,13,,gra.det,4,Sonia,not recorded
uch2,1,2,90,24,22 to 25,12,0:24:16,aca,cstriatus,na,13,,gra.det,31,Sonia,not recorded
uch2,1,2,90,24,22 to 25,13,0:24:18,aca,zscopas,na,10,,gra.det,15,Sonia,not recorded
uch2,1,2,90,24,22 to 25,14,0:24:20,aca,zscopas,na,13,,gra.det,8,Sonia,not recorded
uch2,1,2,90,24,28 to 31,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,Sonia,not recorded
uch2,1,2,90,24,34 to 37,15,0:34:41,aca,cstriatus,na,12,,gra.det,27,Sonia,not recorded
uch2,1,2,90,24,34 to 37,16,0:34:47,aca,cstriatus,na,12,,gra.det,29,Sonia,not recorded
uch2,1,2,90,24,34 to 37,17,0:34:48,aca,cstriatus,na,12,,gra.det,10,Sonia,not recorded
uch2,1,2,90,24,34 to 37,18,0:34:48,aca,cstriatus,na,12,,gra.det,13,Sonia,not recorded
uch2,1,2,90,24,34 to 37,19,0:36:22,aca,cstriatus,na,15,,gra.det,22,Sonia,not recorded
uch2,1,2,90,24,40 to 43,20,0:40:14,aca,cstriatus,na,12,,gra.det,47,Sonia,not recorded
uch2,1,2,90,24,40 to 43,21,0:40:22,aca,cstriatus,na,12,,gra.det,14,Sonia,not recorded
uch2,1,2,90,24,40 to 43,22,0:40:24,aca,zscopas,na,10,,gra.det,15,Sonia,not recorded
uch2,1,2,90,24,40 to 43,23,0:40:27,aca,zscopas,na,10,,gra.det,22,Sonia,not recorded
uch2,1,2,90,24,40 to 43,24,0:40:57,aca,cstriatus,na,12,,gra.det,52,Sonia,not recorded
uch2,1,2,90,24,40 to 43,25,0:40:59,aca,zscopas,na,10,,gra.det,33,Sonia,not recorded
uch2,1,2,90,24,40 to 43,26,0:40:59,aca,cstriatus,na,13,,gra.det,58,Sonia,not recorded
uch2,1,2,90,24,40 to 43,27,0:41:00,sca,csordidus,tp,23,,scra.sma.exc,11,Sonia,not recorded
uch2,1,2,90,24,40 to 43,28,0:41:10,aca,zscopas,na,10,,gra.det,18,Sonia,not recorded
uch2,1,2,90,24,40 to 43,29,0:42:10,aca,zscopas,na,10,,gra.det,14,Sonia,not recorded
uch2,1,2,90,24,40 to 43,30,0:42:19,aca,cstriatus,na,12,,gra.det,30,Sonia,not recorded
uch2,1,2,90,24,40 to 43,31,0:42:19,aca,cstriatus,na,12,,gra.det,21,Sonia,not recorded
uch2,1,3,90,24,3 to 6,32,0:03:00,aca,cstriatus,na,12,,gra.det,32,Sonia,not recorded
uch2,1,3,90,24,3 to 6,33,0:03:00,aca,cstriatus,na,12,,gra.det,13,Sonia,not recorded
uch2,1,3,90,24,3 to 6,34,0:03:51,aca,cstriatus,na,12,,gra.det,21,Sonia,not recorded
uch2,1,3,90,24,3 to 6,35,0:03:37,sca,csordidus,tp,23,,scra.sma.exc,6,Sonia,not recorded
uch2,1,3,90,24,3 to 6,36,0:03:52,aca,cstriatus,na,12,,gra.det,13,Sonia,not recorded
uch2,1,3,90,24,3 to 6,37,0:04:28,aca,cstriatus,na,14,,gra.det,27,Sonia,not recorded
uch2,1,3,90,24,3 to 6,38,0:04:33,sca,csordidus,ip,12,,scra.sma.exc,2,Sonia,not recorded
uch2,1,3,90,24,3 to 6,39,0:04:44,aca,cstriatus,na,14,,gra.det,13,Sonia,not recorded
uch2,2,1,45,24,38 to 41,1,0:38:14,sca,csordidus,IP,13,,scra.sma.exc,49,sonia,0:39:16
uch2,2,1,45,24,38 to 41,2,0:38:19,aca,zscopas,na,11,,gra.det,75,sonia,0:39:17
uch2,2,1,45,24,38 to 41,3,0:38:30,aca,naso,na,24,,browser,10,sonia,0:39:01
uch2,2,1,45,24,38 to 41,4,0:38:44,sca,schameleon,IP,23,,scra.sma.exc,25,sonia,0:39:17
uch2,2,1,45,24,38 to 41,5,0:38:50,sca,schameleon,IP,23,,scra.sma.exc,3,sonia,0:39:03
uch2,2,1,45,24,38 to 41,6,0:40:10,aca,zscopas,na,9,,gra.det,30,sonia,0:41:25
uch2,2,1,45,24,38 to 41,7,0:39:50,aca,naso,na,24,,browser,3,sonia,0:40:20
uch2,2,2,45,24,3 to 6,8,0:03:43,sca,schameleon,TP,24,,scra.sma.exc,2,sonia,0:03:56
uch2,2,2,45,24,3 to 6,9,0:04:22,sca,schameleon,TP,24,,scra.sma.exc,16,sonia,0:04:48
uch2,2,2,45,24,3 to 6,10,0:04:21,aca,zscopas,na,10,,gra.det,6,sonia,0:04:48
uch2,2,2,45,24,9 to 12,11,0:09:00,sca,csordidus,IP,15,,scra.sma.exc,14,sonia,0:09:19
uch2,2,2,45,24,9 to 12,12,0:09:05,sca,csordidus,TP,22,,scra.sma.exc,13,sonia,0:09:24
uch2,2,2,45,24,9 to 12,13,0:09:09,sca,csordidus,IP,24,,scra.sma.exc,6,sonia,0:09:20
uch2,2,2,45,24,9 to 12,14,0:09:00,aca,zscopas,na,10,,gra.det,10,sonia,0:09:25
uch2,2,2,45,24,9 to 12,15,0:09:29,sca,schameleon,IP,20,,scra.sma.exc,3,sonia,0:09:34
uch2,2,2,45,24,15 to 18,16,0:15:29,aca,zscopas,na,10,,gra.det,4,sonia,0:15:33
uch2,2,2,45,24,15 to 18,17,0:15:41,aca,zscopas,na,10,,gra.det,12,sonia,0:15:57
uch2,2,2,45,24,15 to 18,18,0:16:08,sca,csordidus,TP,24,,scra.sma.exc,14,sonia,0:16:32
